,electrophile,nucleophile,catalyst,base,miser_area_count,max,relative_count
262,e5,n10,tBuBrettPhos Pd G3 43,P2Et 29,4225.0,4935.0000001,0.8561296858995718
251,e5,n10,tBuXPHOS Pd G3 42,BEMP 27,210.0,4935.0000001,0.04255319148849943
250,e5,n10,tBuXPHOS Pd G3 42,BTMG 26,217.0,4935.0000001,0.04397163120478274
252,e5,n10,tBuXPHOS Pd G3 42,BTTP 28,234.0,4935.0000001,0.04741641337289936
248,e5,n10,tBuXPHOS Pd G3 42,DBU 24,215.0,4935.0000001,0.043566362714416086
249,e5,n10,tBuXPHOS Pd G3 42,MTBD 25,221.0,4935.0000001,0.044782168185516065
253,e5,n10,tBuXPHOS Pd G3 42,P1-t-octyl S17,211.0,4935.0000001,0.04275582573368276
255,e5,n10,tBuXPHOS Pd G3 42,P2-t-Bu S18,219.0,4935.0000001,0.04437689969514941
254,e5,n10,tBuXPHOS Pd G3 42,P2Et 29,3946.0,4935.0000001,0.7995947314934226
323,e5,n11,AdBrettPhos Pd G3 45,BEMP 27,1041.0,4882.0000001,0.2132322818473324
322,e5,n11,AdBrettPhos Pd G3 45,BTMG 26,784.0,4882.0000001,0.1605899221597585
324,e5,n11,AdBrettPhos Pd G3 45,BTTP 28,856.0,4882.0000001,0.1753379762356547
320,e5,n11,AdBrettPhos Pd G3 45,DBU 24,438.0,4882.0000001,0.08971732896170181
321,e5,n11,AdBrettPhos Pd G3 45,MTBD 25,4413.0,4882.0000001,0.903932814401804
325,e5,n11,AdBrettPhos Pd G3 45,P1-t-octyl S17,710.0,4882.0000001,0.14543219991508743
327,e5,n11,AdBrettPhos Pd G3 45,P2-t-Bu S18,978.0,4882.0000001,0.20032773453092323
326,e5,n11,AdBrettPhos Pd G3 45,P2Et 29,1331.0,4882.0000001,0.27263416631969206
331,e5,n11,DTBPF Pd G3 38,BEMP 27,360.0,4882.0000001,0.07374027037948094
330,e5,n11,DTBPF Pd G3 38,BTMG 26,393.0,4882.0000001,0.0804997951642667
332,e5,n11,DTBPF Pd G3 38,BTTP 28,376.0,4882.0000001,0.0770176157296801
328,e5,n11,DTBPF Pd G3 38,DBU 24,453.0,4882.0000001,0.09278984022751352
329,e5,n11,DTBPF Pd G3 38,MTBD 25,501.0,4882.0000001,0.10262187627811098
333,e5,n11,DTBPF Pd G3 38,P1-t-octyl S17,335.0,4882.0000001,0.06861941826979477
335,e5,n11,DTBPF Pd G3 38,P2-t-Bu S18,317.0,4882.0000001,0.06493240475082072
334,e5,n11,DTBPF Pd G3 38,P2Et 29,394.0,4882.0000001,0.08070462924865415
315,e5,n11,RockPhos Pd G3 44,BEMP 27,687.0,4882.0000001,0.14072101597417613
314,e5,n11,RockPhos Pd G3 44,BTMG 26,751.0,4882.0000001,0.15383039737497275
316,e5,n11,RockPhos Pd G3 44,BTTP 28,693.0,4882.0000001,0.14195002048050082
312,e5,n11,RockPhos Pd G3 44,DBU 24,414.0,4882.0000001,0.08480131093640308
313,e5,n11,RockPhos Pd G3 44,MTBD 25,2826.0,4882.0000001,0.5788611224789254
317,e5,n11,RockPhos Pd G3 44,P1-t-octyl S17,588.0,4882.0000001,0.12044244161981887
319,e5,n11,RockPhos Pd G3 44,P2-t-Bu S18,844.0,4882.0000001,0.17287996722300533
318,e5,n11,RockPhos Pd G3 44,P2Et 29,715.0,4882.0000001,0.14645637033702466
291,e5,n11,Xphos Pd G3 36,BEMP 27,238.0,4882.0000001,0.048750512084212404
290,e5,n11,Xphos Pd G3 36,BTMG 26,234.0,4882.0000001,0.04793117574666261
292,e5,n11,Xphos Pd G3 36,BTTP 28,235.0,4882.0000001,0.04813600983105006
288,e5,n11,Xphos Pd G3 36,DBU 24,224.0,4882.0000001,0.04588283490278815
289,e5,n11,Xphos Pd G3 36,MTBD 25,225.0,4882.0000001,0.04608766898717559
293,e5,n11,Xphos Pd G3 36,P1-t-octyl S17,237.0,4882.0000001,0.048545677999824954
295,e5,n11,Xphos Pd G3 36,P2-t-Bu S18,240.0,4882.0000001,0.049160180252987296
294,e5,n11,Xphos Pd G3 36,P2Et 29,232.0,4882.0000001,0.04752150757788772
307,e5,n11,tBuBrettPhos Pd G3 43,BEMP 27,723.0,4882.0000001,0.14809504301212423
306,e5,n11,tBuBrettPhos Pd G3 43,BTMG 26,1104.0,4882.0000001,0.22613682916374156
308,e5,n11,tBuBrettPhos Pd G3 43,BTTP 28,627.0,4882.0000001,0.1284309709109293
304,e5,n11,tBuBrettPhos Pd G3 43,DBU 24,342.0,4882.0000001,0.0700532568605069
305,e5,n11,tBuBrettPhos Pd G3 43,MTBD 25,4811.0,4882.0000001,0.9854567799880078
309,e5,n11,tBuBrettPhos Pd G3 43,P1-t-octyl S17,745.0,4882.0000001,0.15260139286864807
311,e5,n11,tBuBrettPhos Pd G3 43,P2-t-Bu S18,2431.0,4882.0000001,0.49795165914588385
310,e5,n11,tBuBrettPhos Pd G3 43,P2Et 29,1363.0,4882.0000001,0.2791888570200904
299,e5,n11,tBuXPHOS Pd G3 42,BEMP 27,291.0,4882.0000001,0.059606718556747096
298,e5,n11,tBuXPHOS Pd G3 42,BTMG 26,282.0,4882.0000001,0.05776321179726007
300,e5,n11,tBuXPHOS Pd G3 42,BTTP 28,309.0,4882.0000001,0.06329373207572114
296,e5,n11,tBuXPHOS Pd G3 42,DBU 24,263.0,4882.0000001,0.05387136419389858
297,e5,n11,tBuXPHOS Pd G3 42,MTBD 25,324.0,4882.0000001,0.06636624334153285
301,e5,n11,tBuXPHOS Pd G3 42,P1-t-octyl S17,402.0,4882.0000001,0.08234330192375372
303,e5,n11,tBuXPHOS Pd G3 42,P2-t-Bu S18,428.0,4882.0000001,0.08766898811782735
302,e5,n11,tBuXPHOS Pd G3 42,P2Et 29,4882.0,4882.0000001,0.9999999999795166
371,e5,n12,AdBrettPhos Pd G3 45,BEMP 27,772.0,6096.0000001,0.12664041994542913
370,e5,n12,AdBrettPhos Pd G3 45,BTMG 26,2019.0,6096.0000001,0.3312007873961417
372,e5,n12,AdBrettPhos Pd G3 45,BTTP 28,885.0,6096.0000001,0.1451771653519492
368,e5,n12,AdBrettPhos Pd G3 45,DBU 24,517.0,6096.0000001,0.08480971128469801
369,e5,n12,AdBrettPhos Pd G3 45,MTBD 25,4299.0,6096.0000001,0.7052165354215024
373,e5,n12,AdBrettPhos Pd G3 45,P1-t-octyl S17,446.0,6096.0000001,0.07316272965759248
375,e5,n12,AdBrettPhos Pd G3 45,P2-t-Bu S18,696.0,6096.0000001,0.11417322834458378
374,e5,n12,AdBrettPhos Pd G3 45,P2Et 29,2180.0,6096.0000001,0.35761154855056415
379,e5,n12,DTBPF Pd G3 38,BEMP 27,453.0,6096.0000001,0.07431102362082824
378,e5,n12,DTBPF Pd G3 38,BTMG 26,478.0,6096.0000001,0.07841207348952736
380,e5,n12,DTBPF Pd G3 38,BTTP 28,376.0,6096.0000001,0.06167979002523491
376,e5,n12,DTBPF Pd G3 38,DBU 24,266.0,6096.0000001,0.04363517060295874
377,e5,n12,DTBPF Pd G3 38,MTBD 25,987.0,6096.0000001,0.16190944881624164
381,e5,n12,DTBPF Pd G3 38,P1-t-octyl S17,281.0,6096.0000001,0.04609580052417822
383,e5,n12,DTBPF Pd G3 38,P2-t-Bu S18,488.0,6096.0000001,0.08005249343700702
382,e5,n12,DTBPF Pd G3 38,P2Et 29,273.0,6096.0000001,0.044783464566194496
363,e5,n12,RockPhos Pd G3 44,BEMP 27,606.0,6096.0000001,0.0994094488172669
362,e5,n12,RockPhos Pd G3 44,BTMG 26,2054.0,6096.0000001,0.3369422572123205
364,e5,n12,RockPhos Pd G3 44,BTTP 28,534.0,6096.0000001,0.08759842519541342
360,e5,n12,RockPhos Pd G3 44,DBU 24,609.0,6096.0000001,0.09990157480151081
361,e5,n12,RockPhos Pd G3 44,MTBD 25,4206.0,6096.0000001,0.6899606299099416
365,e5,n12,RockPhos Pd G3 44,P1-t-octyl S17,390.0,6096.0000001,0.06397637795170642
367,e5,n12,RockPhos Pd G3 44,P2-t-Bu S18,885.0,6096.0000001,0.1451771653519492
366,e5,n12,RockPhos Pd G3 44,P2Et 29,1689.0,6096.0000001,0.2770669291293132
339,e5,n12,Xphos Pd G3 36,BEMP 27,206.0,6096.0000001,0.03379265091808083
338,e5,n12,Xphos Pd G3 36,BTMG 26,207.0,6096.0000001,0.033956692912828795
340,e5,n12,Xphos Pd G3 36,BTTP 28,205.0,6096.0000001,0.033628608923332866
336,e5,n12,Xphos Pd G3 36,DBU 24,208.0,6096.0000001,0.034120734907576764
337,e5,n12,Xphos Pd G3 36,MTBD 25,207.0,6096.0000001,0.033956692912828795
341,e5,n12,Xphos Pd G3 36,P1-t-octyl S17,206.0,6096.0000001,0.03379265091808083
343,e5,n12,Xphos Pd G3 36,P2-t-Bu S18,210.0,6096.0000001,0.03444881889707269
342,e5,n12,Xphos Pd G3 36,P2Et 29,207.0,6096.0000001,0.033956692912828795
355,e5,n12,tBuBrettPhos Pd G3 43,BEMP 27,597.0,6096.0000001,0.09793307086453522
354,e5,n12,tBuBrettPhos Pd G3 43,BTMG 26,2178.0,6096.0000001,0.3572834645610682
356,e5,n12,tBuBrettPhos Pd G3 43,BTTP 28,726.0,6096.0000001,0.11909448818702273
352,e5,n12,tBuBrettPhos Pd G3 43,DBU 24,428.0,6096.0000001,0.0702099737521291
353,e5,n12,tBuBrettPhos Pd G3 43,MTBD 25,6096.0,6096.0000001,0.9999999999835958
357,e5,n12,tBuBrettPhos Pd G3 43,P1-t-octyl S17,392.0,6096.0000001,0.06430446194120236
359,e5,n12,tBuBrettPhos Pd G3 43,P2-t-Bu S18,2415.0,6096.0000001,0.3961614173163359
358,e5,n12,tBuBrettPhos Pd G3 43,P2Et 29,2067.0,6096.0000001,0.33907480314404403
347,e5,n12,tBuXPHOS Pd G3 42,BEMP 27,665.0,6096.0000001,0.10908792650739685
346,e5,n12,tBuXPHOS Pd G3 42,BTMG 26,919.0,6096.0000001,0.15075459317338002
348,e5,n12,tBuXPHOS Pd G3 42,BTTP 28,955.0,6096.0000001,0.15666010498430677
344,e5,n12,tBuXPHOS Pd G3 42,DBU 24,284.0,6096.0000001,0.04658792650842212
345,e5,n12,tBuXPHOS Pd G3 42,MTBD 25,1899.0,6096.0000001,0.31151574802638593
349,e5,n12,tBuXPHOS Pd G3 42,P1-t-octyl S17,440.0,6096.0000001,0.07217847768910468
351,e5,n12,tBuXPHOS Pd G3 42,P2-t-Bu S18,825.0,6096.0000001,0.1353346456670713
350,e5,n12,tBuXPHOS Pd G3 42,P2Et 29,1638.0,6096.0000001,0.26870078739716696
419,e5,n13,AdBrettPhos Pd G3 45,BEMP 27,0.0,1e-07,0.0
418,e5,n13,AdBrettPhos Pd G3 45,BTMG 26,0.0,1e-07,0.0
420,e5,n13,AdBrettPhos Pd G3 45,BTTP 28,0.0,1e-07,0.0
416,e5,n13,AdBrettPhos Pd G3 45,DBU 24,0.0,1e-07,0.0
417,e5,n13,AdBrettPhos Pd G3 45,MTBD 25,0.0,1e-07,0.0
421,e5,n13,AdBrettPhos Pd G3 45,P1-t-octyl S17,0.0,1e-07,0.0
423,e5,n13,AdBrettPhos Pd G3 45,P2-t-Bu S18,0.0,1e-07,0.0
422,e5,n13,AdBrettPhos Pd G3 45,P2Et 29,0.0,1e-07,0.0
427,e5,n13,DTBPF Pd G3 38,BEMP 27,0.0,1e-07,0.0
426,e5,n13,DTBPF Pd G3 38,BTMG 26,0.0,1e-07,0.0
428,e5,n13,DTBPF Pd G3 38,BTTP 28,0.0,1e-07,0.0
424,e5,n13,DTBPF Pd G3 38,DBU 24,0.0,1e-07,0.0
425,e5,n13,DTBPF Pd G3 38,MTBD 25,0.0,1e-07,0.0
429,e5,n13,DTBPF Pd G3 38,P1-t-octyl S17,0.0,1e-07,0.0
431,e5,n13,DTBPF Pd G3 38,P2-t-Bu S18,0.0,1e-07,0.0
430,e5,n13,DTBPF Pd G3 38,P2Et 29,0.0,1e-07,0.0
411,e5,n13,RockPhos Pd G3 44,BEMP 27,0.0,1e-07,0.0
410,e5,n13,RockPhos Pd G3 44,BTMG 26,0.0,1e-07,0.0
412,e5,n13,RockPhos Pd G3 44,BTTP 28,0.0,1e-07,0.0
408,e5,n13,RockPhos Pd G3 44,DBU 24,0.0,1e-07,0.0
409,e5,n13,RockPhos Pd G3 44,MTBD 25,0.0,1e-07,0.0
413,e5,n13,RockPhos Pd G3 44,P1-t-octyl S17,0.0,1e-07,0.0
415,e5,n13,RockPhos Pd G3 44,P2-t-Bu S18,0.0,1e-07,0.0
414,e5,n13,RockPhos Pd G3 44,P2Et 29,0.0,1e-07,0.0
387,e5,n13,Xphos Pd G3 36,BEMP 27,0.0,1e-07,0.0
386,e5,n13,Xphos Pd G3 36,BTMG 26,0.0,1e-07,0.0
388,e5,n13,Xphos Pd G3 36,BTTP 28,0.0,1e-07,0.0
384,e5,n13,Xphos Pd G3 36,DBU 24,0.0,1e-07,0.0
385,e5,n13,Xphos Pd G3 36,MTBD 25,0.0,1e-07,0.0
389,e5,n13,Xphos Pd G3 36,P1-t-octyl S17,0.0,1e-07,0.0
391,e5,n13,Xphos Pd G3 36,P2-t-Bu S18,0.0,1e-07,0.0
390,e5,n13,Xphos Pd G3 36,P2Et 29,0.0,1e-07,0.0
403,e5,n13,tBuBrettPhos Pd G3 43,BEMP 27,0.0,1e-07,0.0
402,e5,n13,tBuBrettPhos Pd G3 43,BTMG 26,0.0,1e-07,0.0
404,e5,n13,tBuBrettPhos Pd G3 43,BTTP 28,0.0,1e-07,0.0
400,e5,n13,tBuBrettPhos Pd G3 43,DBU 24,0.0,1e-07,0.0
401,e5,n13,tBuBrettPhos Pd G3 43,MTBD 25,0.0,1e-07,0.0
405,e5,n13,tBuBrettPhos Pd G3 43,P1-t-octyl S17,0.0,1e-07,0.0
407,e5,n13,tBuBrettPhos Pd G3 43,P2-t-Bu S18,0.0,1e-07,0.0
406,e5,n13,tBuBrettPhos Pd G3 43,P2Et 29,0.0,1e-07,0.0
395,e5,n13,tBuXPHOS Pd G3 42,BEMP 27,0.0,1e-07,0.0
394,e5,n13,tBuXPHOS Pd G3 42,BTMG 26,0.0,1e-07,0.0
396,e5,n13,tBuXPHOS Pd G3 42,BTTP 28,0.0,1e-07,0.0
392,e5,n13,tBuXPHOS Pd G3 42,DBU 24,0.0,1e-07,0.0
393,e5,n13,tBuXPHOS Pd G3 42,MTBD 25,0.0,1e-07,0.0
397,e5,n13,tBuXPHOS Pd G3 42,P1-t-octyl S17,0.0,1e-07,0.0
399,e5,n13,tBuXPHOS Pd G3 42,P2-t-Bu S18,0.0,1e-07,0.0
398,e5,n13,tBuXPHOS Pd G3 42,P2Et 29,0.0,1e-07,0.0
467,e5,n14,AdBrettPhos Pd G3 45,BEMP 27,322.0,1819.0000001,0.17702034083688728
466,e5,n14,AdBrettPhos Pd G3 45,BTMG 26,495.0,1819.0000001,0.2721275425908671
468,e5,n14,AdBrettPhos Pd G3 45,BTTP 28,352.0,1819.0000001,0.19351291917572772
464,e5,n14,AdBrettPhos Pd G3 45,DBU 24,296.0,1819.0000001,0.16272677294322557
465,e5,n14,AdBrettPhos Pd G3 45,MTBD 25,429.0,1819.0000001,0.23584387024541814
469,e5,n14,AdBrettPhos Pd G3 45,P1-t-octyl S17,371.0,1819.0000001,0.20395821879032663
471,e5,n14,AdBrettPhos Pd G3 45,P2-t-Bu S18,374.0,1819.0000001,0.2056074766242107
470,e5,n14,AdBrettPhos Pd G3 45,P2Et 29,1246.0,1819.0000001,0.6849917536731724
475,e5,n14,DTBPF Pd G3 38,BEMP 27,317.0,1819.0000001,0.17427157778041388
474,e5,n14,DTBPF Pd G3 38,BTMG 26,336.0,1819.0000001,0.1847168773950128
476,e5,n14,DTBPF Pd G3 38,BTTP 28,301.0,1819.0000001,0.16547553599969897
472,e5,n14,DTBPF Pd G3 38,DBU 24,275.0,1819.0000001,0.15118196810603726
473,e5,n14,DTBPF Pd G3 38,MTBD 25,282.0,1819.0000001,0.15503023638510002
477,e5,n14,DTBPF Pd G3 38,P1-t-octyl S17,306.0,1819.0000001,0.16822429905617237
479,e5,n14,DTBPF Pd G3 38,P2-t-Bu S18,331.0,1819.0000001,0.1819681143385394
478,e5,n14,DTBPF Pd G3 38,P2Et 29,342.0,1819.0000001,0.1880153930627809
459,e5,n14,RockPhos Pd G3 44,BEMP 27,338.0,1819.0000001,0.18581638261760217
458,e5,n14,RockPhos Pd G3 44,BTMG 26,842.0,1819.0000001,0.46289169871012137
460,e5,n14,RockPhos Pd G3 44,BTTP 28,343.0,1819.0000001,0.18856514567407556
456,e5,n14,RockPhos Pd G3 44,DBU 24,354.0,1819.0000001,0.19461242439831705
457,e5,n14,RockPhos Pd G3 44,MTBD 25,1106.0,1819.0000001,0.6080263880919171
461,e5,n14,RockPhos Pd G3 44,P1-t-octyl S17,336.0,1819.0000001,0.1847168773950128
463,e5,n14,RockPhos Pd G3 44,P2-t-Bu S18,463.0,1819.0000001,0.2545354590294373
462,e5,n14,RockPhos Pd G3 44,P2Et 29,901.0,1819.0000001,0.49532710277650754
435,e5,n14,Xphos Pd G3 36,BEMP 27,332.0,1819.0000001,0.18251786694983407
434,e5,n14,Xphos Pd G3 36,BTMG 26,315.0,1819.0000001,0.17317207255782452
436,e5,n14,Xphos Pd G3 36,BTTP 28,331.0,1819.0000001,0.1819681143385394
432,e5,n14,Xphos Pd G3 36,DBU 24,258.0,1819.0000001,0.14183617371402768
433,e5,n14,Xphos Pd G3 36,MTBD 25,256.0,1819.0000001,0.14073666849143834
437,e5,n14,Xphos Pd G3 36,P1-t-octyl S17,295.0,1819.0000001,0.16217702033193088
439,e5,n14,Xphos Pd G3 36,P2-t-Bu S18,323.0,1819.0000001,0.17757009344818195
438,e5,n14,Xphos Pd G3 36,P2Et 29,337.0,1819.0000001,0.1852666300063075
451,e5,n14,tBuBrettPhos Pd G3 43,BEMP 27,362.0,1819.0000001,0.1990104452886745
450,e5,n14,tBuBrettPhos Pd G3 43,BTMG 26,572.0,1819.0000001,0.3144584936605575
452,e5,n14,tBuBrettPhos Pd G3 43,BTTP 28,334.0,1819.0000001,0.18361737217242344
448,e5,n14,tBuBrettPhos Pd G3 43,DBU 24,286.0,1819.0000001,0.15722924683027875
449,e5,n14,tBuBrettPhos Pd G3 43,MTBD 25,453.0,1819.0000001,0.24903793291649048
453,e5,n14,tBuBrettPhos Pd G3 43,P1-t-octyl S17,321.0,1819.0000001,0.17647058822559258
455,e5,n14,tBuBrettPhos Pd G3 43,P2-t-Bu S18,462.0,1819.0000001,0.2539857064181426
454,e5,n14,tBuBrettPhos Pd G3 43,P2Et 29,1819.0,1819.0000001,0.9999999999450246
443,e5,n14,tBuXPHOS Pd G3 42,BEMP 27,301.0,1819.0000001,0.16547553599969897
442,e5,n14,tBuXPHOS Pd G3 42,BTMG 26,299.0,1819.0000001,0.1643760307771096
444,e5,n14,tBuXPHOS Pd G3 42,BTTP 28,333.0,1819.0000001,0.18306761956112877
440,e5,n14,tBuXPHOS Pd G3 42,DBU 24,273.0,1819.0000001,0.1500824628834479
441,e5,n14,tBuXPHOS Pd G3 42,MTBD 25,317.0,1819.0000001,0.17427157778041388
445,e5,n14,tBuXPHOS Pd G3 42,P1-t-octyl S17,324.0,1819.0000001,0.17811984605947664
447,e5,n14,tBuXPHOS Pd G3 42,P2-t-Bu S18,325.0,1819.0000001,0.1786695986707713
446,e5,n14,tBuXPHOS Pd G3 42,P2Et 29,449.0,1819.0000001,0.24683892247131176
515,e5,n15,AdBrettPhos Pd G3 45,BEMP 27,270.0,19040.0000001,0.014180672268833084
514,e5,n15,AdBrettPhos Pd G3 45,BTMG 26,247.0,19040.0000001,0.012972689075562118
516,e5,n15,AdBrettPhos Pd G3 45,BTTP 28,282.0,19040.0000001,0.01481092436967011
512,e5,n15,AdBrettPhos Pd G3 45,DBU 24,267.0,19040.0000001,0.014023109243623828
513,e5,n15,AdBrettPhos Pd G3 45,MTBD 25,245.0,19040.0000001,0.012867647058755947
517,e5,n15,AdBrettPhos Pd G3 45,P1-t-octyl S17,295.0,19040.0000001,0.015493697478910221
519,e5,n15,AdBrettPhos Pd G3 45,P2-t-Bu S18,301.0,19040.0000001,0.015808823529328733
518,e5,n15,AdBrettPhos Pd G3 45,P2Et 29,5050.0,19040.0000001,0.26523109243558174
523,e5,n15,DTBPF Pd G3 38,BEMP 27,246.0,19040.0000001,0.012920168067159033
522,e5,n15,DTBPF Pd G3 38,BTMG 26,243.0,19040.0000001,0.012762605041949775
524,e5,n15,DTBPF Pd G3 38,BTTP 28,237.0,19040.0000001,0.012447478991531263
520,e5,n15,DTBPF Pd G3 38,DBU 24,289.0,19040.0000001,0.01517857142849171
521,e5,n15,DTBPF Pd G3 38,MTBD 25,257.0,19040.0000001,0.013497899159592973
525,e5,n15,DTBPF Pd G3 38,P1-t-octyl S17,245.0,19040.0000001,0.012867647058755947
527,e5,n15,DTBPF Pd G3 38,P2-t-Bu S18,264.0,19040.0000001,0.01386554621841457
526,e5,n15,DTBPF Pd G3 38,P2Et 29,283.0,19040.0000001,0.014863445378073195
507,e5,n15,RockPhos Pd G3 44,BEMP 27,268.0,19040.0000001,0.014075630252026914
506,e5,n15,RockPhos Pd G3 44,BTMG 26,242.0,19040.0000001,0.01271008403354669
508,e5,n15,RockPhos Pd G3 44,BTTP 28,244.0,19040.0000001,0.01281512605035286
504,e5,n15,RockPhos Pd G3 44,DBU 24,274.0,19040.0000001,0.014390756302445426
505,e5,n15,RockPhos Pd G3 44,MTBD 25,228.0,19040.0000001,0.011974789915903493
509,e5,n15,RockPhos Pd G3 44,P1-t-octyl S17,251.0,19040.0000001,0.01318277310917446
511,e5,n15,RockPhos Pd G3 44,P2-t-Bu S18,264.0,19040.0000001,0.01386554621841457
510,e5,n15,RockPhos Pd G3 44,P2Et 29,6084.0,19040.0000001,0.3195378151243722
483,e5,n15,Xphos Pd G3 36,BEMP 27,257.0,19040.0000001,0.013497899159592973
482,e5,n15,Xphos Pd G3 36,BTMG 26,230.0,19040.0000001,0.012079831932709664
484,e5,n15,Xphos Pd G3 36,BTTP 28,263.0,19040.0000001,0.013813025210011485
480,e5,n15,Xphos Pd G3 36,DBU 24,236.0,19040.0000001,0.012394957983128178
481,e5,n15,Xphos Pd G3 36,MTBD 25,223.0,19040.0000001,0.011712184873888067
485,e5,n15,Xphos Pd G3 36,P1-t-octyl S17,255.0,19040.0000001,0.013392857142786803
487,e5,n15,Xphos Pd G3 36,P2-t-Bu S18,261.0,19040.0000001,0.013707983193205315
486,e5,n15,Xphos Pd G3 36,P2Et 29,239.0,19040.0000001,0.012552521008337434
499,e5,n15,tBuBrettPhos Pd G3 43,BEMP 27,291.0,19040.0000001,0.01528361344529788
498,e5,n15,tBuBrettPhos Pd G3 43,BTMG 26,248.0,19040.0000001,0.013025210083965203
500,e5,n15,tBuBrettPhos Pd G3 43,BTTP 28,270.0,19040.0000001,0.014180672268833084
496,e5,n15,tBuBrettPhos Pd G3 43,DBU 24,248.0,19040.0000001,0.013025210083965203
497,e5,n15,tBuBrettPhos Pd G3 43,MTBD 25,218.0,19040.0000001,0.011449579831872638
501,e5,n15,tBuBrettPhos Pd G3 43,P1-t-octyl S17,265.0,19040.0000001,0.013918067226817656
503,e5,n15,tBuBrettPhos Pd G3 43,P2-t-Bu S18,322.0,19040.0000001,0.01691176470579353
502,e5,n15,tBuBrettPhos Pd G3 43,P2Et 29,19040.0,19040.0000001,0.9999999999947479
491,e5,n15,tBuXPHOS Pd G3 42,BEMP 27,233.0,19040.0000001,0.01223739495791892
490,e5,n15,tBuXPHOS Pd G3 42,BTMG 26,233.0,19040.0000001,0.01223739495791892
492,e5,n15,tBuXPHOS Pd G3 42,BTTP 28,234.0,19040.0000001,0.012289915966322007
488,e5,n15,tBuXPHOS Pd G3 42,DBU 24,264.0,19040.0000001,0.01386554621841457
489,e5,n15,tBuXPHOS Pd G3 42,MTBD 25,225.0,19040.0000001,0.011817226890694237
493,e5,n15,tBuXPHOS Pd G3 42,P1-t-octyl S17,236.0,19040.0000001,0.012394957983128178
495,e5,n15,tBuXPHOS Pd G3 42,P2-t-Bu S18,235.0,19040.0000001,0.012342436974725092
494,e5,n15,tBuXPHOS Pd G3 42,P2Et 29,699.0,19040.0000001,0.03671218487375676
563,e5,n16,AdBrettPhos Pd G3 45,BEMP 27,228.0,794.0000001,0.28715365235678164
562,e5,n16,AdBrettPhos Pd G3 45,BTMG 26,227.0,794.0000001,0.2858942065131116
564,e5,n16,AdBrettPhos Pd G3 45,BTTP 28,226.0,794.0000001,0.2846347606694415
560,e5,n16,AdBrettPhos Pd G3 45,DBU 24,224.0,794.0000001,0.2821158689821013
561,e5,n16,AdBrettPhos Pd G3 45,MTBD 25,227.0,794.0000001,0.2858942065131116
565,e5,n16,AdBrettPhos Pd G3 45,P1-t-octyl S17,225.0,794.0000001,0.2833753148257714
567,e5,n16,AdBrettPhos Pd G3 45,P2-t-Bu S18,229.0,794.0000001,0.28841309820045175
566,e5,n16,AdBrettPhos Pd G3 45,P2Et 29,536.0,794.0000001,0.6750629722071709
571,e5,n16,DTBPF Pd G3 38,BEMP 27,226.0,794.0000001,0.2846347606694415
570,e5,n16,DTBPF Pd G3 38,BTMG 26,227.0,794.0000001,0.2858942065131116
572,e5,n16,DTBPF Pd G3 38,BTTP 28,224.0,794.0000001,0.2821158689821013
568,e5,n16,DTBPF Pd G3 38,DBU 24,223.0,794.0000001,0.2808564231384312
569,e5,n16,DTBPF Pd G3 38,MTBD 25,224.0,794.0000001,0.2821158689821013
573,e5,n16,DTBPF Pd G3 38,P1-t-octyl S17,223.0,794.0000001,0.2808564231384312
575,e5,n16,DTBPF Pd G3 38,P2-t-Bu S18,225.0,794.0000001,0.2833753148257714
574,e5,n16,DTBPF Pd G3 38,P2Et 29,227.0,794.0000001,0.2858942065131116
555,e5,n16,RockPhos Pd G3 44,BEMP 27,231.0,794.0000001,0.29093198988779195
554,e5,n16,RockPhos Pd G3 44,BTMG 26,230.0,794.0000001,0.28967254404412185
556,e5,n16,RockPhos Pd G3 44,BTTP 28,229.0,794.0000001,0.28841309820045175
552,e5,n16,RockPhos Pd G3 44,DBU 24,322.0,794.0000001,0.4055415616617706
553,e5,n16,RockPhos Pd G3 44,MTBD 25,236.0,794.0000001,0.2972292191061424
557,e5,n16,RockPhos Pd G3 44,P1-t-octyl S17,231.0,794.0000001,0.29093198988779195
559,e5,n16,RockPhos Pd G3 44,P2-t-Bu S18,225.0,794.0000001,0.2833753148257714
558,e5,n16,RockPhos Pd G3 44,P2Et 29,381.0,794.0000001,0.4798488664383062
531,e5,n16,Xphos Pd G3 36,BEMP 27,229.0,794.0000001,0.28841309820045175
530,e5,n16,Xphos Pd G3 36,BTMG 26,230.0,794.0000001,0.28967254404412185
532,e5,n16,Xphos Pd G3 36,BTTP 28,228.0,794.0000001,0.28715365235678164
528,e5,n16,Xphos Pd G3 36,DBU 24,334.0,794.0000001,0.42065491178581177
529,e5,n16,Xphos Pd G3 36,MTBD 25,230.0,794.0000001,0.28967254404412185
533,e5,n16,Xphos Pd G3 36,P1-t-octyl S17,230.0,794.0000001,0.28967254404412185
535,e5,n16,Xphos Pd G3 36,P2-t-Bu S18,231.0,794.0000001,0.29093198988779195
534,e5,n16,Xphos Pd G3 36,P2Et 29,226.0,794.0000001,0.2846347606694415
547,e5,n16,tBuBrettPhos Pd G3 43,BEMP 27,229.0,794.0000001,0.28841309820045175
546,e5,n16,tBuBrettPhos Pd G3 43,BTMG 26,241.0,794.0000001,0.3035264483244929
548,e5,n16,tBuBrettPhos Pd G3 43,BTTP 28,227.0,794.0000001,0.2858942065131116
