,substrate_id,substrate_smiles,condition,Normalized MALDI Pdt/IS,EIC(+)[M+H] Product Area
255,amine256,CN1CC[C@@H]2CNCC[C@H]12,Pd,0.01,0.0
256,amine257,[R]C(=O)NC1CCN(C)C2(CCNCC2)C1,Pd,1.21,2381349.2
257,amine258,[R]C(=O)NC1CCN(C)C2(CCNCC2)C1,Pd,2.54,1946602.3
258,amine259,[R]NC(=O)NC1CCN(C)C2(CCNCC2)C1,Pd,0.58,1159171.4
259,amine260,[R]NC(=O)NC1CCN(C)C2(CCNCC2)C1,Pd,1.56,1997154.4
260,amine261,[R]S(=O)(=O)NC1CCN(C)C2(CCNCC2)C1,Pd,0.01,2774459.6
261,amine262,C1CN(CCN1)c2ccccc2,Pd,1.72,4929205.5
262,amine263,O=CN1CCNCC1,Pd,1.32,3640920.1
263,amine264,CCOC(=O)N1CCNCC1,Pd,1.47,4548125.0
264,amine265,CN1CCNCC1,Pd,0.89,4648550.1
265,amine266,CC(C)NC(=O)CN1CCNCC1,Pd,1.04,4970709.4
266,amine267,C1CSCCN1,Pd,1.06,4504608.2
267,amine268,C1CC2(CCN1)OCCO2,Pd,2.17,4767489.1
268,amine269,CC1CCCCN1,Pd,0.39,2546959.6
269,amine270,CCN(CC)C(=O)C1CCCNC1,Pd,2.56,4311764.7
270,amine271,CC1CCCNC1,Pd,1.3,5330934.6
271,amine272,OC1CCNCC1,Pd,0.94,2487145.2
272,amine273,CCOC(=O)C1CCNCC1,Pd,2.41,4490934.0
273,amine274,CC1CCNCC1,Pd,1.12,5099704.0
274,amine275,C(C1CCNCC1)c2ccccc2,Pd,1.46,5652538.0
275,amine276,O=C(CN1CCNCC1)N2CCOCC2,Pd,1.31,4314918.1
276,amine277,C1Cc2ccccc2CN1,Pd,5.75,5616566.3
277,amine278,CC1CNCCN1c2ccccc2,Pd,0.84,4749855.9
278,amine279,CN(C)C1CCNCC1,Pd,1.61,4639829.0
279,amine280,Cc1cccc(C)c1N2CCNCC2,Pd,1.11,4933299.0
280,amine281,C1CN(CCN1)C(c2ccccc2)c3ccccc3,Pd,1.11,5690086.4
281,amine282,CCOC(=O)CN1CCNCC1,Pd,0.29,1470763.7
282,amine283,C1CCC(CC1)N2CCNCC2,Pd,1.41,4460659.9
283,amine284,CC(=O)N1CCNCC1,Pd,1.28,3885009.7
284,amine285,CCN1CCNCC1,Pd,1.03,4767007.2
285,amine286,OC(=O)C1CCCCN1,Pd,0.0,2255.0
286,amine287,CC(C)(C)OC(=O)N1CCNCC1,Pd,1.53,4912265.7
287,amine288,CN1CCC[C@H]1CC2CCCCN2,Pd,0.02,21113.4
288,amine289,CN(C)CCCN1CCNCC1,Pd,1.07,3353042.2
289,amine290,C(C1CCCCN1)N2CCCCC2,Pd,0.03,591197.3
290,amine291,CCN(CC)CCN1CCNCC1,Pd,1.17,5509475.6
291,amine292,COC(=O)C1CCNCC1,Pd,1.02,2527684.6
292,amine293,CC(C)CN1CCNCC1,Pd,1.42,4517274.5
293,amine294,Fc1cccc2c3CNCCc3[nH]c12,Pd,0.67,3002865.4
294,amine295,C1CCC(NC1)c2ccccc2,Pd,0.38,2706648.1
295,amine296,C1Cc2c([nH]c3ccccc23)C(N1)c4ccccc4,Pd,0.23,2240253.3
296,amine297,C1CC(CCN1)c2cc(n[nH]2)c3occc3,Pd,0.35,832927.9
297,amine298,C1CNCC(C1)c2ccccc2,Pd,1.98,5603913.9
298,amine299,O=C(N1CCNCC1)c2ccccc2,Pd,1.49,4351634.0
299,amine300,C1Cc2ccccc2C(N1)c3cccs3,Pd,0.62,2649758.6
300,amine301,O=C1CCNCC1,Pd,0.01,0.0
301,amine302,CN(C)C(=O)N1CCNCC1,Pd,1.64,4397949.3
302,amine303,CCCCCCCN1CCNCC1,Pd,1.67,5141237.2
303,amine304,C(CN1CCNCC1)Cc2ccccc2,Pd,1.24,4812940.4
304,amine305,Cc1ccc(CN2CCNCC2)cc1,Pd,1.12,4891198.6
305,amine306,C1NCc2cccc3cccc1c23,Pd,0.03,7722.1
306,amine307,C(CN1CCNCC1)C2CCCCC2,Pd,1.58,5014163.0
307,amine308,FC(F)(F)c1cccc(c1)S(=O)(=O)N(C2CC2)C3CCNCC3,Pd,0.34,4858526.1
308,amine309,NC(=O)C1(CCNCC1)N2CCCCC2,Pd,0.61,2296314.4
309,amine310,[R]C([R])N1CCNCC1,Pd,0.61,5905367.0
310,amine311,O=C(\C=C\c1ccccc1)N2CCNCC2,Pd,0.86,4185999.6
311,amine312,CS(=O)(=O)N1CCNCC1,Pd,0.53,3470074.6
312,amine313,FC(F)(F)C1CCCNC1,Pd,0.96,5943993.3
313,amine314,C1CCC(NC1)c2ccccn2,Pd,0.03,15723.9
314,amine315,COCC1CCCCN1,Pd,0.02,108469.3
315,amine316,C1CCC(NC1)c2cc3ccccc3[nH]2,Pd,0.01,10117.8
316,amine317,CC(C)(C)OC(=O)C1CCNCC1,Pd,0.89,3141076.3
317,amine318,CN1CCN(CC1)C2CCNCC2,Pd,5.35,4523020.9
318,amine319,C1CN(CCN1)c2ncnc3ccsc23,Pd,0.31,4793441.7
319,amine320,CN1CCNC(C1)c2ccccc2,Pd,0.78,2580558.5
320,amine321,O=C(CN1CCNCC1)NCCc2ccccc2,Pd,1.67,4340151.8
321,amine322,O=C(N[C@H]1CCCNC1)OCc2ccccc2,Pd,1.74,4674188.8
322,amine323,C(C1CCCCN1)N2CCCC2,Pd,0.02,119444.7
323,amine324,CC(C)C[C@H]1CNCCN1C(=O)OC(C)(C)C,Pd,1.22,4735069.8
324,amine325,C1C[C@H]2CNCCN2C1,Pd,1.41,4226660.2
325,amine326,O=C(N1CCCCC1)N2CCNCC2,Pd,1.99,4635001.0
326,amine327,O=S(=O)(N1CCNCC1)c2cccs2,Pd,1.2,4450828.1
327,amine328,CS(=O)(=O)c1ccc(cc1)C2CCNCC2,Pd,1.25,4387345.2
328,amine329,COC1CCNCC1,Pd,2.37,5158945.1
329,amine330,CC1CNCCN1C(=O)OCc2ccccc2,Pd,1.58,4373161.3
330,amine331,COC(=O)[C@@H]1CNCCN1C(=O)OC(C)(C)C,Pd,1.09,4383367.2
331,amine332,COC(=O)CC1CCNCC1,Pd,1.93,4385047.7
332,amine333,O=C(NCCN1CCNCC1)OCc2ccccc2,Pd,0.73,2425095.1
333,amine334,C1Cn2cccc2C(N1)c3cccs3,Pd,0.02,266020.2
334,amine335,Cn1cc(cn1)S(=O)(=O)N2CCNCC2,Pd,1.72,3847192.5
335,amine336,CC(C)(C)OC(=O)N1CCNC[C@@H]1Cc2c[nH]c3ccccc23,Pd,0.55,2545568.4
336,amine337,CN(C)S(=O)(=O)N1CCNCC1,Pd,1.53,3948943.0
337,amine338,O=S(=O)(N1CCCCC1)N2CCNCC2,Pd,1.17,4215755.7
338,amine339,CC(C)(C)C(=O)N1CCNCC1,Pd,1.79,4493046.2
339,amine340,CC(C)C(=O)N1CCNCC1,Pd,0.99,3272007.1
340,amine341,CCC(=O)N1CCNCC1,Pd,1.46,4353265.7
341,amine342,N#CC1CCNCC1,Pd,1.24,4218464.0
342,amine343,C(Cc1ccccc1)C2CCNCC2,Pd,2.24,5354675.8
343,amine344,Cc1ccc(CC2CCNCC2)cc1,Pd,1.82,6638521.7
344,amine345,C1CCC(NC1)c2nc3ccccc3s2,Pd,0.06,1017595.0
345,amine346,C(C1CCCCN1)N2CCOCC2,Pd,0.56,753120.6
346,amine347,NC(=O)C1CCCCN1,Pd,0.0,0.0
347,amine348,COC(=O)N1CCNCC1,Pd,1.88,4204630.6
348,amine349,Cc1cccnc1CC2CCCCN2,Pd,0.01,25006.0
349,amine350,COC(=O)[C@H]1Cc2ccccc2CN1,Pd,0.0,276382.5
350,amine351,C1Cn2c(CN1)ncc2c3ccccc3,Pd,2.2,1793378.5
351,amine352,CC1(C)CNCCN1,Pd,0.62,467266.6
352,amine353,CCN1CCNCC1=O,Pd,1.78,4204056.0
353,amine354,C(C1CN(Cc2ccccc2)CCN1)c3ccccc3,Pd,0.57,2270074.6
354,amine355,C(C1CNCCN1)c2ccccc2,Pd,2.05,4433381.2
355,amine356,FC(F)(F)c1nnc2CNCCn12,Pd,0.94,3698107.3
356,amine357,C(OCc1ccccc1)[C@H]2CN(Cc3ccccc3)CCN2,Pd,1.06,4007644.0
357,amine358,O=C(Nc1cccnc1)c2nnn(Cc3ccccc3)c2C4CCNCC4,Pd,0.01,44034.2
358,amine359,C1CC(CCN1)c2ccccc2,Pd,2.49,5606763.4
359,amine360,[R]OC(=O)c1c2CCNCc2sc1NS(=O)(=O)[R],Pd,0.01,6054.3
360,amine361,COC(=O)c1ccc(cc1)C(=O)c2c3CCNCc3sc2NC(=O)N4CCCC4,Pd,0.02,2284.9
361,amine362,OC(=O)[C@H](CNC(=O)c1cc2cc(CCC3CCNCC3)sc2s1)NS(=O)(=O)c4cccnc4,Pd,0.0,32861.8
362,amine363,OC[C@H]1O[C@H](OC2[C@H](O)CO[C@@](O)(CN3CCNCC3)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,Pd,0.0,9831.5
363,amine364,CC(C)(C)N1C[C@H]([C@@H](C1)c2ccc(F)cc2F)C(=O)N3C[C@@H]4C[C@H]3CN4,Pd,2.91,5349059.9
364,amine365,COc1ccc(cc1)n2nc(cc2NC(=O)c3cnn4cccnc34)C5CCNCC5,Pd,0.99,594726.8
365,amine366,Cc1cc(Nc2nccc(OC3CCNCC3)n2)cc(c1)c4cnc(s4)C5(O)CCC5,Pd,0.05,647962.7
366,amine367,CC(C)(C)OC(=O)[C@@H]1CCCN1C(=O)[C@@H]2CNCCN2C(=O)N(c3ccccc3)c4ccccc4,Pd,0.02,518003.9
367,amine368,C[C@H](Nc1nccc(n1)n2cc(nc2c3ccccc3)C4CCNCC4)c5ccccc5,Pd,1.5,2710115.2
368,amine369,Cc1cc(Nc2cc(ccn2)C(F)F)nc(c1)c3cn(C[C@H]4CNCCO4)nn3,Pd,0.06,0.0
369,amine370,CN1C(=O)C(=Cc2ccccc12)CN(CC3(CCOCC3)N4CCNCC4)C(=O)C5CCCCC5,Pd,0.56,3528560.6
370,amine371,CC(C)C[C@H](Nc1snc(C)c1c2ccc(cc2)N3CCNCC3)C(=O)NCC#N,Pd,0.06,1043663.4
371,amine372,Cc1onc(C)c1CCC(CC(=O)O)NC(=O)CNC(=O)CCCC2CCNCC2,Pd,0.04,13103.5
372,amine373,CC1(CCCNC1)C(=O)N(CC(=O)Nc2ccc3C[C@]4(Cc3c2)C(=O)Nc5ncccc45)Cc6cc(F)cc(F)c6,Pd,0.0,3308.5
373,amine374,CC(C)(C)OC(=O)N[C@](C)(Cc1ccccc1)c2oc(CN3CCNCC3=O)nn2,Pd,0.0,1094832.2
374,amine375,CC(C)(C)OC(=O)CNC(=O)[C@@H]1CNCCN1C(=O)N(c2ccccc2)c3ccccc3,Pd,0.03,592710.9
375,amine376,CC(C)(C)NC(=O)[C@@H]1CNCCN1C[C@H](O)C[C@H](Cc2ccccc2)C(=O)N[C@@H]3[C@H](O)Cc4ccccc34,Pd,0.98,2362754.8
376,amine377,Cc1onc(c1)c2nnc3c4ccccc4c(OCc5ccc(nc5)C6(O)CCNCC6)nn23,Pd,0.09,409929.1
377,amine378,[R]N1C(=O)N(C2CCNCC2)c3ccc(Cl)cc13,Pd,0.04,1206212.9
378,amine379,[R]NC(=O)[C@@H]1CNCCN1S(=O)(=O)[R],Pd,0.0,31737.7
379,amine380,O[C@@]([C@@H]1CCC(F)(F)C1)(C(=O)NCC2CCNCC2)c3ccccc3,Pd,0.82,4604947.0
380,amine381,CCCc1c([nH]c(c2cccc(c2)C(F)(F)F)c1c3ccnc(N[C@@H](C)c4ccccc4)n3)C5CCNCC5,Pd,0.03,1575197.6
381,amine382,[R]C1=C(CNCC1)C(=O)N(C)CC(=O)N(C)C,Pd,0.12,2436655.4
382,amine383,CSc1ccc(cc1)C2=C(CNCC2)C(=O)NCc3ccc4ccccc4n3,Pd,0.06,534564.7
383,amine384,COC(C(=O)N(C)CCN1C(=O)C=CC=C1N2CCNCC2)c3ccccc3,Pd,0.0,5281.1
192,amine193,CC(C)S(=O)(=O)N1CCNCC1,Ru,1.09,3385184.8
193,amine194,C(c1ccccc1)c2nnc3CNCCn23,Ru,0.74,2006783.7
194,amine195,O=C1CNCC2N1CCc3ccccc23,Ru,0.86,3210487.4
195,amine196,CC1(C)CNCc2nnc(n12)C(F)(F)F,Ru,0.03,261562.0
196,amine197,C1CO[C@H](CN1)c2ccccc2,Ru,1.24,5350322.6
197,amine198,CC(C)(C)NC(=O)c1nnc2CNCCn12,Ru,0.67,2212274.7
198,amine199,O=C1OC2(CCNCC2)c3ccccc13,Ru,0.78,3588488.2
199,amine200,CC(C)c1nnc2CNCCn12,Ru,0.68,1725680.7
200,amine201,C1CN(CCN1)c2cccs2,Ru,0.05,803222.2
201,amine202,CC1(C)CN2CCNCC2c3ccccc13,Ru,0.01,77468.5
202,amine203,CCc1ncc2CNCCn12,Ru,0.13,49045.0
203,amine204,CC(C)c1ncc2CNCCn12,Ru,0.14,102137.2
204,amine205,CCOC(=O)C1CNCc2ccccc12,Ru,0.01,0.0
205,amine206,CC(C)(O)C1CCCNC1,Ru,0.02,2372729.3
206,amine207,CN(C)CC1(O)CCNCC1,Ru,0.03,78023.8
207,amine208,C1Cn2ncnc2CN1,Ru,0.29,765084.3
208,amine209,C([C@@H]1COCCN1)c2ccccc2,Ru,0.01,82570.1
209,amine210,C(OC1CCNCC1)c2ccccn2,Ru,0.73,2721250.1
210,amine211,C(Cc1ccccn1)C2CCCCN2,Ru,0.03,100336.6
211,amine212,C1NCC2C1C2c3ccccc3,Ru,0.16,1664348.4
212,amine213,C1NCC2COCC1O2,Ru,0.01,2801.4
213,amine214,C(Cc1cccs1)C2CCCCN2,Ru,0.01,75440.3
214,amine215,CN1CCN[C@H](C1)c2ccccc2,Ru,0.01,23385.9
215,amine216,C1COC2CCNCC2C1,Ru,0.64,3004425.5
216,amine217,FC(F)(F)COC1CCCNC1,Ru,1.04,5023358.7
217,amine218,CC(C)(C)OC(=O)n1cc(CC2CCCCN2)c3ccccc13,Ru,0.01,126759.3
218,amine219,Cc1c(C)c(c(C)c2CCC(C)(C)Oc12)S(=O)(=O)NC(=N)NCC3CCCNC3,Ru,0.09,907054.0
219,amine220,O=C(OCc1ccccc1)N2CC3CC2CN3,Ru,0.89,3148586.0
220,amine221,C(N1CC2CCC1CN2)c3ccccc3,Ru,0.04,148566.0
221,amine222,C1Cc2c(CN1)snc2Nc3ccccc3,Ru,0.33,1777880.1
222,amine223,Fc1ccc(cc1)N2CCCN(C3CCNCC3)S2(=O)=O,Ru,0.54,3800931.6
223,amine224,FC(F)(F)c1ccc(Oc2cccc(C=C3CCNCC3)c2)nc1,Ru,0.06,1822156.6
224,amine225,CC(C)(C)OC(=O)\N=C/1\NC2(CCNCC2)C(=O)N1c3ccccc3F,Ru,0.0,13878.0
225,amine226,C1Cc2c(CN1)snc2Nc3ccccn3,Ru,0.03,176238.1
226,amine227,[R]\N=C/1\NC2(CCCNC2)C(=O)N1[R],Ru,0.01,20099.0
227,amine228,O=C1N[C@@H]2CNCC[C@@H]2N1C3CCCC3,Ru,0.38,1834265.3
228,amine229,CC(C)C1=CC(=O)N2CCNCC2=N1,Ru,0.01,4489.1
229,amine230,CN1[C@H]2CCNC[C@H]2N(C1=O)c3ccncc3,Ru,0.77,1227960.8
230,amine231,CCC1=CC(=O)N2CCNCC2=N1,Ru,0.0,0.0
231,amine232,[R]C1=CC(=O)N2CCNCC2=N1,Ru,0.01,247.9
232,amine233,O=C1C=C(N=C2CNCCN12)c3ccccn3,Ru,0.0,695.7
233,amine234,[R]C1=CC(=O)N2CCNCC2=N1,Ru,0.01,1537.9
234,amine235,CN1[C@@H]2CNCC[C@@H]2N(C)C1=O,Ru,0.53,2234676.4
235,amine236,[R]OC1=NOC2(CCNCC2)C1,Ru,0.22,1558825.6
236,amine237,[R]N1C(=O)OC(C2CCNCC2)c3ccccc13,Ru,0.27,1697843.2
237,amine238,[R]NC(=O)C1=NOC2(CCNCC2)C1,Ru,0.61,2675399.7
238,amine239,[R]OC(=O)c1nnn(C2CCNCC2)c1[R],Ru,0.02,1299731.1
239,amine240,[R]\N=C/1\NC([R])C(=O)N1C2CCNCC2,Ru,0.02,1028576.6
240,amine241,[O-][N+](=O)c1ccc(cc1)S(=O)(=O)NC(COc2ccccc2)CN3CCNCC3,Ru,0.0,0.0
241,amine242,CC(CN1CCNCC1)NS(=O)(=O)c2ccccc2[N+](=O)[O-],Ru,0.01,7362.4
242,amine243,COC1=NO[C@@]2(C)CCNC[C@@H]12,Ru,0.01,132721.1
243,amine244,O=C1OC2(CCC3(CC2)OCCO3)C4CNCCN14,Ru,0.51,2730158.2
244,amine245,COC(=O)[C@@H]1CNC[C@@H](C1)c2cccc(c2)C(F)(F)F,Ru,0.0,0.0
245,amine246,CN1OC[C@@H]2CNCC[C@]12c3ccccc3,Ru,0.11,1196150.9
246,amine247,[R]NC(=O)c1nnn([R])c1C2CCNCC2,Ru,0.79,2609624.2
247,amine248,[R]N([R])C(=O)c1nnn([R])c1C2CCNCC2,Ru,0.87,2622379.0
248,amine249,[R]NC(=O)c1nnn([R])c1C2CCNCC2,Ru,0.63,3456315.1
249,amine250,[R]NC(=O)c1nnn([R])c1C2CCNCC2,Ru,0.71,3007368.9
250,amine251,COC(=O)C1CN(CCN1)c2ccc3ccccc3c2,Ru,0.01,33490.8
251,amine252,FC(F)(C(=O)N1CCNCC1)c2ccccc2,Ru,0.72,3441981.6
252,amine253,[R]Nc1nc2c(O[R])cccc2c3nc(nn13)C4CCCNC4,Ru,0.74,1466383.5
253,amine254,[R]N1C(=O)OC(C2CCNCC2)c3ccccc13,Ru,0.04,338781.3
254,amine255,[R]N1C(=O)CCCC12CCNCC2,Ru,0.11,2361412.2
255,amine256,CN1CC[C@@H]2CNCC[C@H]12,Ru,0.01,0.0
256,amine257,[R]C(=O)NC1CCN(C)C2(CCNCC2)C1,Ru,0.1,365526.5
257,amine258,[R]C(=O)NC1CCN(C)C2(CCNCC2)C1,Ru,0.09,213301.8
258,amine259,[R]NC(=O)NC1CCN(C)C2(CCNCC2)C1,Ru,0.02,114048.8
259,amine260,[R]NC(=O)NC1CCN(C)C2(CCNCC2)C1,Ru,0.05,238726.3
260,amine261,[R]S(=O)(=O)NC1CCN(C)C2(CCNCC2)C1,Ru,0.01,612280.3
261,amine262,C1CN(CCN1)c2ccccc2,Ru,0.25,2171942.2
262,amine263,O=CN1CCNCC1,Ru,0.43,1607686.0
263,amine264,CCOC(=O)N1CCNCC1,Ru,1.21,4314269.2
264,amine265,CN1CCNCC1,Ru,0.19,1359955.2
265,amine266,CC(C)NC(=O)CN1CCNCC1,Ru,0.27,2522666.4
266,amine267,C1CSCCN1,Ru,0.6,2972763.7
267,amine268,C1CC2(CCN1)OCCO2,Ru,0.73,3113329.0
268,amine269,CC1CCCCN1,Ru,0.03,165492.7
269,amine270,CCN(CC)C(=O)C1CCCNC1,Ru,0.94,3307684.9
270,amine271,CC1CCCNC1,Ru,0.32,2403265.9
271,amine272,OC1CCNCC1,Ru,0.75,2695530.9
272,amine273,CCOC(=O)C1CCNCC1,Ru,0.94,2969483.0
273,amine274,CC1CCNCC1,Ru,0.86,4336352.6
274,amine275,C(C1CCNCC1)c2ccccc2,Ru,0.73,4742538.4
275,amine276,O=C(CN1CCNCC1)N2CCOCC2,Ru,0.25,1417562.4
276,amine277,C1Cc2ccccc2CN1,Ru,0.08,857230.6
277,amine278,CC1CNCCN1c2ccccc2,Ru,0.13,2049719.1
278,amine279,CN(C)C1CCNCC1,Ru,0.02,35245.0
279,amine280,Cc1cccc(C)c1N2CCNCC2,Ru,0.05,1007332.3
280,amine281,C1CN(CCN1)C(c2ccccc2)c3ccccc3,Ru,0.64,4771206.5
281,amine282,CCOC(=O)CN1CCNCC1,Ru,0.07,1225675.7
282,amine283,C1CCC(CC1)N2CCNCC2,Ru,0.11,885954.8
283,amine284,CC(=O)N1CCNCC1,Ru,0.72,2445782.5
284,amine285,CCN1CCNCC1,Ru,0.3,1551241.9
285,amine286,OC(=O)C1CCCCN1,Ru,0.0,13995.0
286,amine287,CC(C)(C)OC(=O)N1CCNCC1,Ru,1.47,4891794.7
287,amine288,CN1CCC[C@H]1CC2CCCCN2,Ru,0.05,125863.2
288,amine289,CN(C)CCCN1CCNCC1,Ru,0.08,476132.0
289,amine290,C(C1CCCCN1)N2CCCCC2,Ru,0.04,1353863.8
290,amine291,CCN(CC)CCN1CCNCC1,Ru,0.04,792812.4
291,amine292,COC(=O)C1CCNCC1,Ru,0.01,45471.9
292,amine293,CC(C)CN1CCNCC1,Ru,0.12,1962438.5
293,amine294,Fc1cccc2c3CNCCc3[nH]c12,Ru,4.92,161430.0
294,amine295,C1CCC(NC1)c2ccccc2,Ru,0.26,553404.1
295,amine296,C1Cc2c([nH]c3ccccc23)C(N1)c4ccccc4,Ru,0.06,283478.7
296,amine297,C1CC(CCN1)c2cc(n[nH]2)c3occc3,Ru,0.71,1914821.5
297,amine298,C1CNCC(C1)c2ccccc2,Ru,1.18,4269492.9
298,amine299,O=C(N1CCNCC1)c2ccccc2,Ru,1.01,3785856.4
299,amine300,C1Cc2ccccc2C(N1)c3cccs3,Ru,0.03,199538.7
300,amine301,O=C1CCNCC1,Ru,0.15,2008155.5
301,amine302,CN(C)C(=O)N1CCNCC1,Ru,0.94,2969283.4
302,amine303,CCCCCCCN1CCNCC1,Ru,0.51,2338811.6
303,amine304,C(CN1CCNCC1)Cc2ccccc2,Ru,0.46,2282565.6
304,amine305,Cc1ccc(CN2CCNCC2)cc1,Ru,0.84,3001363.8
305,amine306,C1NCc2cccc3cccc1c23,Ru,0.0,397.3
306,amine307,C(CN1CCNCC1)C2CCCCC2,Ru,0.44,1862902.9
307,amine308,FC(F)(F)c1cccc(c1)S(=O)(=O)N(C2CC2)C3CCNCC3,Ru,0.43,3999291.1
308,amine309,NC(=O)C1(CCNCC1)N2CCCCC2,Ru,0.17,1391671.7
309,amine310,[R]C([R])N1CCNCC1,Ru,0.31,4853340.3
310,amine311,O=C(\C=C\c1ccccc1)N2CCNCC2,Ru,0.29,3394426.6
311,amine312,CS(=O)(=O)N1CCNCC1,Ru,0.68,2226457.0
312,amine313,FC(F)(F)C1CCCNC1,Ru,0.52,4982193.6
313,amine314,C1CCC(NC1)c2ccccn2,Ru,0.04,205557.5
314,amine315,COCC1CCCCN1,Ru,0.1,1657041.3
315,amine316,C1CCC(NC1)c2cc3ccccc3[nH]2,Ru,0.22,2047122.5
316,amine317,CC(C)(C)OC(=O)C1CCNCC1,Ru,0.06,437908.5
317,amine318,CN1CCN(CC1)C2CCNCC2,Ru,0.21,976436.5
318,amine319,C1CN(CCN1)c2ncnc3ccsc23,Ru,1.82,4073480.3
319,amine320,CN1CCNC(C1)c2ccccc2,Ru,0.02,37776.9
320,amine321,O=C(CN1CCNCC1)NCCc2ccccc2,Ru,0.07,528074.3
321,amine322,O=C(N[C@H]1CCCNC1)OCc2ccccc2,Ru,0.84,3376932.2
322,amine323,C(C1CCCCN1)N2CCCC2,Ru,0.0,0.0
323,amine324,CC(C)C[C@H]1CNCCN1C(=O)OC(C)(C)C,Ru,0.1,2431524.2
324,amine325,C1C[C@H]2CNCCN2C1,Ru,0.02,234014.9
325,amine326,O=C(N1CCCCC1)N2CCNCC2,Ru,0.67,2342067.6
326,amine327,O=S(=O)(N1CCNCC1)c2cccs2,Ru,0.51,2552494.2
327,amine328,CS(=O)(=O)c1ccc(cc1)C2CCNCC2,Ru,0.56,2357741.5
328,amine329,COC1CCNCC1,Ru,1.3,4080589.5
329,amine330,CC1CNCCN1C(=O)OCc2ccccc2,Ru,0.42,2160674.6
330,amine331,COC(=O)[C@@H]1CNCCN1C(=O)OC(C)(C)C,Ru,0.33,2555845.0
331,amine332,COC(=O)CC1CCNCC1,Ru,0.05,568609.3
332,amine333,O=C(NCCN1CCNCC1)OCc2ccccc2,Ru,0.01,736.1
333,amine334,C1Cn2cccc2C(N1)c3cccs3,Ru,0.02,0.0
334,amine335,Cn1cc(cn1)S(=O)(=O)N2CCNCC2,Ru,0.92,3215573.7
335,amine336,CC(C)(C)OC(=O)N1CCNC[C@@H]1Cc2c[nH]c3ccccc23,Ru,0.15,1860427.1
336,amine337,CN(C)S(=O)(=O)N1CCNCC1,Ru,0.72,2694433.2
337,amine338,O=S(=O)(N1CCCCC1)N2CCNCC2,Ru,1.03,3089605.0
338,amine339,CC(C)(C)C(=O)N1CCNCC1,Ru,1.13,4130203.2
339,amine340,CC(C)C(=O)N1CCNCC1,Ru,0.66,4049177.4
340,amine341,CCC(=O)N1CCNCC1,Ru,1.15,3669100.4
341,amine342,N#CC1CCNCC1,Ru,0.42,2437185.3
342,amine343,C(Cc1ccccc1)C2CCNCC2,Ru,0.56,2528101.3
343,amine344,Cc1ccc(CC2CCNCC2)cc1,Ru,0.98,3785779.9
344,amine345,C1CCC(NC1)c2nc3ccccc3s2,Ru,0.42,2541101.1
345,amine346,C(C1CCCCN1)N2CCOCC2,Ru,0.04,60109.8
346,amine347,NC(=O)C1CCCCN1,Ru,0.09,619676.8
347,amine348,COC(=O)N1CCNCC1,Ru,1.16,2966914.6
348,amine349,Cc1cccnc1CC2CCCCN2,Ru,0.01,30024.1
349,amine350,COC(=O)[C@H]1Cc2ccccc2CN1,Ru,0.03,158807.9
350,amine351,C1Cn2c(CN1)ncc2c3ccccc3,Ru,0.68,0.0
351,amine352,CC1(C)CNCCN1,Ru,0.33,900330.1
352,amine353,CCN1CCNCC1=O,Ru,1.11,3633531.7
353,amine354,C(C1CN(Cc2ccccc2)CCN1)c3ccccc3,Ru,0.06,161606.9
354,amine355,C(C1CNCCN1)c2ccccc2,Ru,0.29,1286594.8
355,amine356,FC(F)(F)c1nnc2CNCCn12,Ru,0.33,2768819.7
356,amine357,C(OCc1ccccc1)[C@H]2CN(Cc3ccccc3)CCN2,Ru,0.01,12531.3
357,amine358,O=C(Nc1cccnc1)c2nnn(Cc3ccccc3)c2C4CCNCC4,Ru,0.32,951265.1
358,amine359,C1CC(CCN1)c2ccccc2,Ru,1.23,4484587.8
359,amine360,[R]OC(=O)c1c2CCNCc2sc1NS(=O)(=O)[R],Ru,0.0,0.0
360,amine361,COC(=O)c1ccc(cc1)C(=O)c2c3CCNCc3sc2NC(=O)N4CCCC4,Ru,0.02,0.0
361,amine362,OC(=O)[C@H](CNC(=O)c1cc2cc(CCC3CCNCC3)sc2s1)NS(=O)(=O)c4cccnc4,Ru,0.01,9084.0
362,amine363,OC[C@H]1O[C@H](OC2[C@H](O)CO[C@@](O)(CN3CCNCC3)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,Ru,0.01,0.0
363,amine364,CC(C)(C)N1C[C@H]([C@@H](C1)c2ccc(F)cc2F)C(=O)N3C[C@@H]4C[C@H]3CN4,Ru,0.32,914028.2
364,amine365,COc1ccc(cc1)n2nc(cc2NC(=O)c3cnn4cccnc34)C5CCNCC5,Ru,0.13,281100.7
365,amine366,Cc1cc(Nc2nccc(OC3CCNCC3)n2)cc(c1)c4cnc(s4)C5(O)CCC5,Ru,0.05,747598.9
366,amine367,CC(C)(C)OC(=O)[C@@H]1CCCN1C(=O)[C@@H]2CNCCN2C(=O)N(c3ccccc3)c4ccccc4,Ru,0.0,11419.2
367,amine368,C[C@H](Nc1nccc(n1)n2cc(nc2c3ccccc3)C4CCNCC4)c5ccccc5,Ru,0.61,2188632.7
368,amine369,Cc1cc(Nc2cc(ccn2)C(F)F)nc(c1)c3cn(C[C@H]4CNCCO4)nn3,Ru,0.08,0.0
