,substrate_id,substrate_smiles,condition,Normalized MALDI Pdt/IS,EIC(+)[M+H] Product Area
115,bromide116,Brc1ccc2nonc2c1,Ir,0.03,29445.1
116,bromide117,Brc1ccc2OCCc2c1,Ir,0.02,4518.5
117,bromide118,Brc1ccc2ccncc2c1,Ir,0.32,2325534.4
118,bromide119,Brc1cccc2cccnc12,Ir,0.22,2367474.4
119,bromide120,Brc1cccc2cnccc12,Ir,0.56,3184706.1
120,bromide121,Brc1cccc2ncccc12,Ir,0.21,2556722.3
121,bromide122,Brc1ccc2cnccc2c1,Ir,2.02,3458083.1
122,bromide123,Brc1ccc2ncccc2c1,Ir,0.08,318622.5
123,bromide124,Brc1cccc2ccncc12,Ir,0.31,1475238.7
124,bromide125,Brc1ccc2nccnc2c1,Ir,0.25,1296493.6
125,bromide126,Cn1ccc2cc(Br)ccc12,Ir,0.03,15032.0
126,bromide127,Cc1nc2cc(Br)ccc2[nH]1,Ir,0.03,15683.1
127,bromide128,Cc1noc2cc(Br)ccc12,Ir,0.04,996956.0
128,bromide129,Cn1nnc2ccc(Br)cc12,Ir,0.03,318647.1
129,bromide130,Brc1ccc2sccc2c1,Ir,0.01,60800.0
130,bromide131,Oc1noc2cc(Br)ccc12,Ir,0.0,5524.0
131,bromide132,Brc1ccc2NC(=O)Oc2c1,Ir,0.0,15665.2
132,bromide133,Brc1ccc2ncsc2c1,Ir,0.01,36683.6
133,bromide134,Brc1ccc(cc1)c2cc[nH]n2,Ir,0.02,83027.2
134,bromide135,Brc1ccccc1n2cccn2,Ir,0.18,2420045.7
135,bromide136,Brc1ccc(cc1)c2ccon2,Ir,0.05,91349.1
136,bromide137,Brc1ccc(cc1)c2ocnc2,Ir,0.04,116609.9
137,bromide138,Brc1cccc2CCC(=O)Nc12,Ir,0.1,1232378.4
138,bromide139,Brc1ccc2NC(=O)OCc2c1,Ir,0.02,82387.4
139,bromide140,Brc1ccc2NC(=O)CCCc2c1,Ir,0.03,348702.7
140,bromide141,[O-][N+](=O)c1cc(Br)cc2cc[nH]c12,Ir,0.02,17313.8
141,bromide142,Brc1ccc2NC(=O)NC(=O)c2c1,Ir,0.03,42172.7
142,bromide143,Oc1oc(nn1)c2ccc(Br)cc2,Ir,0.01,0.0
143,bromide144,Brc1ccc2NC(=O)CSc2c1,Ir,0.02,24433.6
144,bromide145,Brc1ccc2[nH]c3ccccc3c2c1,Ir,0.01,11526.9
145,bromide146,Brc1ccc2oc3ccccc3c2c1,Ir,0.0,2809.1
146,bromide147,Brc1ccc2c(OCc3nnnn23)c1,Ir,0.01,95224.5
147,bromide148,CCOC(=O)\C=C\c1ccc2cc(Br)ccc2n1,Ir,0.03,231196.1
148,bromide149,[O-][N+](=O)c1ccc(Br)cc1NCc2ccccc2,Ir,0.14,1399347.3
149,bromide150,CC(=O)N1CCC[C@H]1c2nc3ccc(Br)cc3[nH]2,Ir,0.0,765.0
150,bromide151,CC(=O)N1CCCc2c(C1)n(C)c3ccc(Br)cc23,Ir,0.01,0.0
151,bromide152,CC(C)Oc1ccnc(Nc2cc(C)cc(Br)c2)n1,Ir,0.03,446488.2
152,bromide153,CCOC(=O)c1n[nH]c2c1COc3c(Br)cccc23,Ir,0.59,30232.3
153,bromide154,COC(=O)c1c2cc(Br)ccc2nn1Cc3ccccc3,Ir,0.05,990019.6
154,bromide155,CC(C)[Si](C(C)C)(C(C)C)n1ccc2c(Br)cccc12,Ir,0.02,761.9
155,bromide156,COC(=O)c1cc(ccc1Br)C(=O)Nc2cc(ccn2)C(F)(F)F,Ir,0.23,1874629.9
156,bromide157,CSc1ncc(Br)c(CN2[C@@H](C)[C@H](OC2=O)c3cc(cc(c3)C(F)(F)F)C(F)(F)F)n1,Ir,0.03,2151552.4
157,bromide158,C[C@H]1c2ccccc2[C@@H]3C[C@H](CCN3c4ccc(Br)cc14)NC(=O)c5snnc5C,Ir,0.0,12311.1
158,bromide159,C[C@H]1C[C@]2(N)[C@@H]([C@@H](C)OC2=O)[C@@H](\C=C\c3ccc(Br)cn3)[C@@H]1C,Ir,0.33,2694995.6
159,bromide160,CC(=O)N1CCC[C@H]1c2nc3ccc(Br)cc3n2Cc4ccccc4,Ir,0.03,70641.5
160,bromide161,Cc1cc(Br)ccc1CN2C3=C(COC3)C(=C(C(=O)NCC(=O)OC(C)(C)C)C2=O)O,Ir,0.0,3632.6
161,bromide162,[R]N([R])S(=O)(=O)c1cc(Cl)c(Br)cc1F,Ir,0.0,490625.0
162,bromide163,C[C@@H](NC(=O)C1=CC(=O)NC(=N1)Cc2ccc(Br)cc2)c3ccc(cc3)C(F)(F)F,Ir,0.01,10947.1
163,bromide164,FC(F)(F)c1ccc(Br)c(c1SCc2ccccc2)c3nnn[nH]3,Ir,0.0,27709.1
164,bromide165,COC(=O)N[C@@H](C(C)C)C(=O)N1C[C@H](F)C[C@H]1c2ncc([nH]2)c3ccc(Br)cc3,Ir,0.01,20450.3
165,bromide166,OC[C@H]1O[C@@H](Oc2c[nH]c3ccc(Br)c(Cl)c23)[C@H](O)[C@@H](O)[C@H]1O,Ir,0.0,0.0
166,bromide167,[R]C1N(CCc2cc(OC)c(Oc3ccc(Br)c(F)c3)cc12)C(=O)OC(C)(C)C,Ir,0.0,14383.2
167,bromide168,C[C@@H](OC(=O)Nc1c(C)noc1c2ccc(Br)cc2)c3ccccc3,Ir,0.01,852.1
168,bromide169,C[C@@H]1[C@H](N(N=C1C(F)(F)F)c2ccc(Br)cc2)C(=O)N3[C@@H](COC3=O)c4ccccc4,Ir,0.0,5868.8
169,bromide170,Brc1cncc(c1)c2ccccc2,Ir,0.23,3893861.7
170,bromide171,CCOC(=O)C1=C2c3ccccc3C(=O)c4c(Br)cc(C)c(NC1=O)c24,Ir,0.81,1955811.0
171,bromide172,[R]NC(=O)c1nc(N([R])S(=O)(=O)[R])c2cc(Br)cnc2c1O,Ir,0.04,56343.2
172,bromide173,[R]C(O)(Cc1nc(CC(C)(C)C)c(Br)[nH]1)C(F)(F)F,Ir,0.0,162646.6
173,bromide174,FC(F)(F)Oc1ccc(cc1)S(=O)(=O)N2Cc3ccc(nc3Nc4ccc(Br)cc24)C(F)(F)F,Ir,0.0,4950.4
174,bromide175,COc1cc2CCN(C(=O)OC(C)(C)C)C(C)(CC(=O)Nc3nccs3)c2cc1Br,Ir,0.0,73126.3
175,bromide176,[R]C(O)C1=C([R])N(Cc2ccc(Br)cn2)C=C(C(=O)OCC)C1=O,Ir,0.01,632006.7
176,bromide177,[R]Oc1cc(OC(F)(F)F)ccc1Br,Ir,0.01,0.0
177,bromide178,COc1cnc(cn1)C(=O)Nc2cc(c(F)cc2Br)[C@]3(C)CS(=O)(=O)C(C)(C)C(=N)N3,Ir,0.0,11900.7
178,bromide179,[R]c1c([R])c2nnc([R])n2nc1OCc3ccccc3Br,Ir,0.0,515.1
179,bromide180,[R]c1cc(Br)c(N2C[C@H](O)[C@@H](O)[C@@H]2C)n3c([R])c([R])nc13,Ir,0.1,56757.5
180,bromide181,[R]c1cnn2cc(Br)cnc12,Ir,0.22,1026932.1
181,bromide182,COC(=O)c1cnc(NCc2ccc3CC4(Cc3c2)N(C)C(=O)NC4=O)c(Br)c1,Ir,0.08,518282.6
182,bromide183,Brc1ccccc1C(=O)N2CCN(CC2)c3nnc(s3)c4nn[nH]n4,Ir,0.0,6153.3
183,bromide184,C[C@@H](NC(=O)C(C)(C)Oc1ccc(cn1)C(F)(F)F)[C@@](O)(Cc2ccc(Cl)cc2)c3cccc(Br)c3,Ir,0.01,49065.6
184,bromide185,Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Br)cc3)C(=O)NN4CCCCC4,Ir,0.0,9251.7
185,bromide186,[R]c1nnc(c2ccccc2Br)n1[R],Ir,0.06,252340.3
186,bromide187,COC(=O)CC(C)(C)CCOc1cccc(\C=C\c2ccc3ccc(Br)cc3n2)c1,Ir,0.03,576854.3
187,bromide188,CC1(C)C[C@](O)(CC[C@@H]1C(=O)NCCCN2CCCC2=O)c3ncc(Br)s3,Ir,0.01,70756.7
188,bromide189,CCOC(=O)C1=CN(Cc2cc3OCOc3cc2Br)c4cc5OCOc5cc4C1=O,Ir,0.0,107395.0
189,bromide190,COC(=O)c1nc(nc(OC)c1OC(=O)C(C)(C)C)c2sccc2Br,Ir,0.0,11007.6
190,bromide191,CC(C)(C)OC(=O)NC(CCNc1nc(nc2cnccc12)c3cccc(Br)c3)C(F)F,Ir,0.02,351915.3
191,bromide192,Cc1cc(Nc2nccc(n2)C(F)(F)F)cc(c1)c3cnc(s3)[C@@](C)(O)c4ccc(Br)nc4,Ir,0.01,583350.3
0,bromide1,Brc1ccccn1,Pd,0.28,295144.6
1,bromide2,Brc1cccnc1,Pd,0.72,4649440.7
2,bromide3,Brc1cncnc1,Pd,0.25,2969125.2
3,bromide4,Cn1cccc1Br,Pd,0.03,78091.7
4,bromide5,Cn1cc(Br)cn1,Pd,0.03,9132.3
5,bromide6,Cn1cnc(Br)c1,Pd,0.01,7467.4
6,bromide7,Cc1[nH]cnc1Br,Pd,0.02,7543.8
7,bromide8,Cc1n[nH]cc1Br,Pd,0.02,0.0
8,bromide9,Cc1nc(Br)n[nH]1,Pd,0.03,22924.5
9,bromide10,Cn1cc(Br)nn1,Pd,0.02,2308.9
10,bromide11,Cc1onc(Br)n1,Pd,0.09,950889.3
11,bromide12,Cn1nnnc1Br,Pd,0.29,1850945.4
12,bromide13,Brc1cccs1,Pd,0.05,80002.9
13,bromide14,Brc1ccsc1,Pd,0.06,869267.9
14,bromide15,Brc1cnsc1,Pd,0.04,30951.6
15,bromide16,Brc1cscn1,Pd,0.11,35146.7
16,bromide17,Brc1cnsn1,Pd,0.11,35225.6
17,bromide18,Cc1cc(Br)ccn1,Pd,5.38,6714596.5
18,bromide19,Cc1cccc(Br)n1,Pd,0.78,4431879.5
19,bromide20,Cc1ncccc1Br,Pd,0.21,2061251.9
20,bromide21,Cc1ncc(Br)cn1,Pd,0.14,317953.7
21,bromide22,Cc1nccnc1Br,Pd,0.1,2774793.5
22,bromide23,BrC1=CNC(=O)C=C1,Pd,0.01,4391.1
23,bromide24,Oc1cccc(Br)n1,Pd,0.01,24556.3
24,bromide25,Oc1ncccc1Br,Pd,0.01,1819.5
25,bromide26,Brc1c[nH]c(C=O)c1,Pd,0.01,1803.7
26,bromide27,Brc1nc[nH]c1C=O,Pd,0.01,3386.8
27,bromide28,Brc1cc(on1)C=O,Pd,0.01,1824.2
28,bromide29,Cc1nsc(Br)n1,Pd,0.25,3598453.3
29,bromide30,Brc1cccnc1C#N,Pd,0.47,2358916.5
30,bromide31,Brc1ccc(C=O)nc1,Pd,0.19,3284240.8
31,bromide32,COc1cc(Br)ccn1,Pd,1.1,4242549.3
32,bromide33,COc1ccc(Br)cn1,Pd,0.1,2762475.9
33,bromide34,COc1cccc(Br)n1,Pd,0.18,3873488.0
34,bromide35,COc1ncccc1Br,Pd,0.16,1773478.1
35,bromide36,CNc1cnc(Br)cn1,Pd,0.01,375419.5
36,bromide37,[O-][N+](=O)c1n[nH]cc1Br,Pd,0.0,802.5
37,bromide38,Brc1cnc2[nH]ccc2c1,Pd,0.01,0.0
38,bromide39,Brc1cnc2occc2c1,Pd,0.05,2600403.4
39,bromide40,Brc1ccc2cnnn2c1,Pd,0.21,1327852.8
40,bromide41,Brc1cnc2oncc2c1,Pd,0.0,0.0
41,bromide42,Brc1ccn2ncnc2n1,Pd,1.68,4525686.9
42,bromide43,CC(O)c1ccc(Br)cn1,Pd,0.19,1460067.0
43,bromide44,CNC(=O)c1cc(Br)c[nH]1,Pd,0.0,1892.6
44,bromide45,COC(=O)c1cc(Br)c[nH]1,Pd,0.0,1235.7
45,bromide46,COC(=O)c1[nH]ncc1Br,Pd,0.08,3797.6
46,bromide47,COC(=O)c1nc[nH]c1Br,Pd,0.0,4801.8
47,bromide48,CC(=O)c1cc(Br)cs1,Pd,0.03,152357.1
48,bromide49,COC(=O)c1[nH]nnc1Br,Pd,0.01,1765.6
49,bromide50,Brc1cncc2ccccc12,Pd,0.17,800405.5
50,bromide51,Brc1nccc2ccccc12,Pd,1.39,5003288.6
51,bromide52,Brc1cc2ccccc2cn1,Pd,0.53,3299731.4
52,bromide53,Brc1ccc2ccccc2n1,Pd,2.35,5297601.2
53,bromide54,Brc1ccnc2ccccc12,Pd,17.87,7175601.3
54,bromide55,Brc1cnc2ccccc2c1,Pd,1.26,4662573.2
55,bromide56,Brc1cnc2ncccc2c1,Pd,1.9,4263374.6
56,bromide57,Brc1cnc2CCCCc2c1,Pd,2.77,5057877.7
57,bromide58,FC(F)(F)c1n[nH]cc1Br,Pd,0.0,2510.7
58,bromide59,CNC(=O)c1ccc(Br)cn1,Pd,0.65,1571340.6
59,bromide60,CC(=O)Nc1ccc(Br)cn1,Pd,0.15,321734.6
60,bromide61,CC(C)Nc1cc(Br)ccn1,Pd,2.54,8016421.7
61,bromide62,COC(=O)c1ncccc1Br,Pd,0.37,772045.4
62,bromide63,COC(=O)c1cc(Br)ccn1,Pd,1.77,3924079.7
63,bromide64,COC(=O)c1ccc(Br)cn1,Pd,1.71,3510097.8
64,bromide65,O[C@H](Cn1cc(Br)cn1)C=C,Pd,0.0,80834.1
65,bromide66,Brc1noc(n1)c2ccccc2,Pd,0.16,1234930.0
66,bromide67,Brc1ccccc1c2nnn[nH]2,Pd,0.03,80823.2
67,bromide68,OC(=O)CCc1ccc(Br)nc1,Pd,0.03,109193.4
68,bromide69,COc1cc(Br)cnc1C(=O)O,Pd,0.06,49742.8
69,bromide70,OC(=O)CNc1ccnc(Br)n1,Pd,0.04,81126.1
70,bromide71,COc1ccc(Br)nc1[N+](=O)[O-],Pd,0.02,1821005.5
71,bromide72,Brc1cccc(n1)c2ccccc2,Pd,0.99,4204090.9
72,bromide73,Brc1ccc(nc1)c2cccnc2,Pd,0.4,4416196.0
73,bromide74,CS(=O)(=O)c1ccc(Br)cn1,Pd,0.26,3268288.9
74,bromide75,CCOC(=O)c1csc(Br)n1,Pd,0.7,3419933.4
75,bromide76,Brc1cccc(n1)N2CCCC2=O,Pd,2.37,5122168.1
76,bromide77,Brc1cccnc1N2CCC(=O)C2,Pd,0.01,67311.0
77,bromide78,Cc1onc(c1)c2nn(C)cc2Br,Pd,0.01,96831.5
78,bromide79,CON(C)C(=O)c1ncccc1Br,Pd,0.01,148373.4
79,bromide80,OC(c1ccc(Br)cn1)C(F)(F)F,Pd,0.02,141965.7
80,bromide81,COC(=O)CC(=O)c1cncc(Br)c1,Pd,0.0,64183.2
81,bromide82,COC(=O)c1cc(cc(Br)n1)[N+](=O)[O-],Pd,0.05,1967281.4
82,bromide83,O[C@H]1CCC[C@H]([C@@H]1O)n2cc(Br)cn2,Pd,0.04,212212.7
83,bromide84,FC(F)(F)c1ccc2nc(Br)ccc2c1,Pd,0.73,3792612.7
84,bromide85,Brc1cccc(CNC(=O)c2ocnc2)n1,Pd,0.8,3401687.9
85,bromide86,Brc1cnc(On2nnc3ccccc23)nc1,Pd,0.03,1557.2
86,bromide87,COC(=O)c1cn(Cc2cccc(Br)n2)nn1,Pd,0.25,3290773.4
87,bromide88,COC(=O)C(C)(C)CCOc1ccc(Br)nc1,Pd,0.49,3769504.3
88,bromide89,CSCCNC(=O)c1cc(Br)cn1C(C)C,Pd,0.0,8992.7
89,bromide90,Cc1cc(Br)nc(Nc2cc(ccn2)C(F)(F)F)c1,Pd,0.64,2767819.7
90,bromide91,CC(C)(C)OC(=O)N1CCN(CC1)c2ccc(Br)cn2,Pd,0.3,2536332.1
91,bromide92,CC(C)(C)OC(=O)N1CCN(CC1)c2cncc(Br)c2,Pd,1.1,4313521.0
92,bromide93,Brc1cn(Cc2ccc(OCc3ccccc3)nc2)cn1,Pd,0.0,49699.7
93,bromide94,CC(=O)N1CCN(CC1)C2CCc3nc(Br)sc3C2,Pd,0.3,2040702.2
94,bromide95,COc1ccc(Nc2nc(Br)cn3ccnc23)cc1OC,Pd,0.04,0.0
95,bromide96,CCOC(=O)[C@H]1CC[C@@H](C[C@H]1C)C(C)(O)c2ccc(Br)cn2,Pd,0.24,3951856.2
96,bromide97,COC(=O)C1Cc2ncc(Br)cc2N(Cc3ccccc3)C1=O,Pd,0.31,2396507.8
97,bromide98,CC(C)OC(=O)[C@@H]1[C@H](C)C[C@](O)(C[C@@H]1C)c2ncc(Br)s2,Pd,0.02,141581.7
98,bromide99,Cc1cc(Br)nc(c1)N(c2cc(ccn2)C(F)(F)F)S(=O)(=O)C,Pd,0.04,3023263.7
99,bromide100,Cc1cc(Br)nc(c1)N(C(=O)C(C)(C)C)c2cc(ccn2)C(F)(F)F,Pd,0.09,2455958.5
100,bromide101,CCOC(=O)N1[C@H](CC)C[C@H](Nc2ncc(Br)cn2)c3cc(ccc13)C(F)(F)F,Pd,0.0,57332.2
101,bromide102,Brc1ccc2NCCc2c1,Pd,0.0,0.0
102,bromide103,Brc1ccc2[nH]ccc2c1,Pd,0.0,39324.4
103,bromide104,Brc1ccc2cc[nH]c2c1,Pd,0.01,87192.8
104,bromide105,Brc1cccc2[nH]ccc12,Pd,0.01,501105.1
105,bromide106,Brc1cccc2cc[nH]c12,Pd,0.04,1227325.6
106,bromide107,Brc1ccc2ccoc2c1,Pd,0.14,3700871.2
107,bromide108,Brc1ccc2occc2c1,Pd,0.11,3565886.1
108,bromide109,Brc1cccc2ccoc12,Pd,0.21,3073720.8
109,bromide110,Brc1ccc2[nH]ncc2c1,Pd,0.01,93004.9
110,bromide111,Brc1cccc2[nH]ncc12,Pd,0.02,9011.2
111,bromide112,Brc1ccc2cnoc2c1,Pd,0.01,58225.3
112,bromide113,Brc1ccc2ncoc2c1,Pd,0.01,791880.2
113,bromide114,Brc1ccc2ocnc2c1,Pd,0.0,106030.6
114,bromide115,Brc1ccc2[nH]nnc2c1,Pd,0.01,26438.1
115,bromide116,Brc1ccc2nonc2c1,Pd,0.08,821471.1
116,bromide117,Brc1ccc2OCCc2c1,Pd,0.33,3933339.9
117,bromide118,Brc1ccc2ccncc2c1,Pd,1.9,5740763.9
118,bromide119,Brc1cccc2cccnc12,Pd,1.03,4997925.8
119,bromide120,Brc1cccc2cnccc12,Pd,1.0,5425904.2
120,bromide121,Brc1cccc2ncccc12,Pd,1.04,5348872.8
121,bromide122,Brc1ccc2cnccc2c1,Pd,4.41,6547882.2
122,bromide123,Brc1ccc2ncccc2c1,Pd,1.23,5478711.3
123,bromide124,Brc1cccc2ccncc12,Pd,3.09,5722249.3
124,bromide125,Brc1ccc2nccnc2c1,Pd,0.77,3754249.1
125,bromide126,Cn1ccc2cc(Br)ccc12,Pd,0.96,3664502.6
126,bromide127,Cc1nc2cc(Br)ccc2[nH]1,Pd,0.02,0.0
127,bromide128,Cc1noc2cc(Br)ccc12,Pd,0.71,3260239.5
128,bromide129,Cn1nnc2ccc(Br)cc12,Pd,0.9,3723481.7
129,bromide130,Brc1ccc2sccc2c1,Pd,0.45,4153586.2
130,bromide131,Oc1noc2cc(Br)ccc12,Pd,0.0,153205.5
131,bromide132,Brc1ccc2NC(=O)Oc2c1,Pd,0.0,10017.2
132,bromide133,Brc1ccc2ncsc2c1,Pd,0.48,3601319.0
133,bromide134,Brc1ccc(cc1)c2cc[nH]n2,Pd,0.03,1485.5
134,bromide135,Brc1ccccc1n2cccn2,Pd,0.06,4294.8
135,bromide136,Brc1ccc(cc1)c2ccon2,Pd,0.21,3237173.8
136,bromide137,Brc1ccc(cc1)c2ocnc2,Pd,0.59,3186460.0
137,bromide138,Brc1cccc2CCC(=O)Nc12,Pd,0.15,959547.4
138,bromide139,Brc1ccc2NC(=O)OCc2c1,Pd,0.01,59929.0
139,bromide140,Brc1ccc2NC(=O)CCCc2c1,Pd,0.13,894803.3
140,bromide141,[O-][N+](=O)c1cc(Br)cc2cc[nH]c12,Pd,0.31,98625.2
141,bromide142,Brc1ccc2NC(=O)NC(=O)c2c1,Pd,0.0,1612.3
142,bromide143,Oc1oc(nn1)c2ccc(Br)cc2,Pd,0.01,1115.2
143,bromide144,Brc1ccc2NC(=O)CSc2c1,Pd,0.01,28333.4
144,bromide145,Brc1ccc2[nH]c3ccccc3c2c1,Pd,0.0,6972.1
145,bromide146,Brc1ccc2oc3ccccc3c2c1,Pd,0.71,3905533.1
146,bromide147,Brc1ccc2c(OCc3nnnn23)c1,Pd,0.02,500380.0
147,bromide148,CCOC(=O)\C=C\c1ccc2cc(Br)ccc2n1,Pd,1.29,1826835.4
148,bromide149,[O-][N+](=O)c1ccc(Br)cc1NCc2ccccc2,Pd,0.02,1996531.8
149,bromide150,CC(=O)N1CCC[C@H]1c2nc3ccc(Br)cc3[nH]2,Pd,0.0,7690.8
150,bromide151,CC(=O)N1CCCc2c(C1)n(C)c3ccc(Br)cc23,Pd,0.38,2390221.4
151,bromide152,CC(C)Oc1ccnc(Nc2cc(C)cc(Br)c2)n1,Pd,0.0,10540.9
152,bromide153,CCOC(=O)c1n[nH]c2c1COc3c(Br)cccc23,Pd,0.01,12243.7
153,bromide154,COC(=O)c1c2cc(Br)ccc2nn1Cc3ccccc3,Pd,0.88,2860393.0
154,bromide155,CC(C)[Si](C(C)C)(C(C)C)n1ccc2c(Br)cccc12,Pd,0.01,0.0
155,bromide156,COC(=O)c1cc(ccc1Br)C(=O)Nc2cc(ccn2)C(F)(F)F,Pd,0.43,1434319.6
156,bromide157,CSc1ncc(Br)c(CN2[C@@H](C)[C@H](OC2=O)c3cc(cc(c3)C(F)(F)F)C(F)(F)F)n1,Pd,0.0,135255.7
157,bromide158,C[C@H]1c2ccccc2[C@@H]3C[C@H](CCN3c4ccc(Br)cc14)NC(=O)c5snnc5C,Pd,0.01,1129408.4
158,bromide159,C[C@H]1C[C@]2(N)[C@@H]([C@@H](C)OC2=O)[C@@H](\C=C\c3ccc(Br)cn3)[C@@H]1C,Pd,0.43,2844415.3
159,bromide160,CC(=O)N1CCC[C@H]1c2nc3ccc(Br)cc3n2Cc4ccccc4,Pd,0.98,3467523.0
160,bromide161,Cc1cc(Br)ccc1CN2C3=C(COC3)C(=C(C(=O)NCC(=O)OC(C)(C)C)C2=O)O,Pd,0.01,558892.3
161,bromide162,[R]N([R])S(=O)(=O)c1cc(Cl)c(Br)cc1F,Pd,0.0,312316.3
162,bromide163,C[C@@H](NC(=O)C1=CC(=O)NC(=N1)Cc2ccc(Br)cc2)c3ccc(cc3)C(F)(F)F,Pd,0.0,4413.0
163,bromide164,FC(F)(F)c1ccc(Br)c(c1SCc2ccccc2)c3nnn[nH]3,Pd,0.0,15306.5
164,bromide165,COC(=O)N[C@@H](C(C)C)C(=O)N1C[C@H](F)C[C@H]1c2ncc([nH]2)c3ccc(Br)cc3,Pd,0.0,4879.4
165,bromide166,OC[C@H]1O[C@@H](Oc2c[nH]c3ccc(Br)c(Cl)c23)[C@H](O)[C@@H](O)[C@H]1O,Pd,0.0,4586.1
166,bromide167,[R]C1N(CCc2cc(OC)c(Oc3ccc(Br)c(F)c3)cc12)C(=O)OC(C)(C)C,Pd,0.0,2452.6
167,bromide168,C[C@@H](OC(=O)Nc1c(C)noc1c2ccc(Br)cc2)c3ccccc3,Pd,0.1,2089216.2
168,bromide169,C[C@@H]1[C@H](N(N=C1C(F)(F)F)c2ccc(Br)cc2)C(=O)N3[C@@H](COC3=O)c4ccccc4,Pd,0.01,155318.1
169,bromide170,Brc1cncc(c1)c2ccccc2,Pd,0.015,1947.0
170,bromide171,CCOC(=O)C1=C2c3ccccc3C(=O)c4c(Br)cc(C)c(NC1=O)c24,Pd,0.19,497358.7
171,bromide172,[R]NC(=O)c1nc(N([R])S(=O)(=O)[R])c2cc(Br)cnc2c1O,Pd,0.0,29626.4
172,bromide173,[R]C(O)(Cc1nc(CC(C)(C)C)c(Br)[nH]1)C(F)(F)F,Pd,0.0,7791.5
173,bromide174,FC(F)(F)Oc1ccc(cc1)S(=O)(=O)N2Cc3ccc(nc3Nc4ccc(Br)cc24)C(F)(F)F,Pd,0.01,66156.4
174,bromide175,COc1cc2CCN(C(=O)OC(C)(C)C)C(C)(CC(=O)Nc3nccs3)c2cc1Br,Pd,0.0,1456.5
175,bromide176,[R]C(O)C1=C([R])N(Cc2ccc(Br)cn2)C=C(C(=O)OCC)C1=O,Pd,0.07,2705547.4
176,bromide177,[R]Oc1cc(OC(F)(F)F)ccc1Br,Pd,0.0,3201.4
177,bromide178,COc1cnc(cn1)C(=O)Nc2cc(c(F)cc2Br)[C@]3(C)CS(=O)(=O)C(C)(C)C(=N)N3,Pd,0.0,5502.1
178,bromide179,[R]c1c([R])c2nnc([R])n2nc1OCc3ccccc3Br,Pd,0.01,89308.3
179,bromide180,[R]c1cc(Br)c(N2C[C@H](O)[C@@H](O)[C@@H]2C)n3c([R])c([R])nc13,Pd,0.01,2752.9
180,bromide181,[R]c1cnn2cc(Br)cnc12,Pd,0.0,79701.7
181,bromide182,COC(=O)c1cnc(NCc2ccc3CC4(Cc3c2)N(C)C(=O)NC4=O)c(Br)c1,Pd,0.0,8588.1
182,bromide183,Brc1ccccc1C(=O)N2CCN(CC2)c3nnc(s3)c4nn[nH]n4,Pd,0.0,31715.4
183,bromide184,C[C@@H](NC(=O)C(C)(C)Oc1ccc(cn1)C(F)(F)F)[C@@](O)(Cc2ccc(Cl)cc2)c3cccc(Br)c3,Pd,0.01,1226299.5
184,bromide185,Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Br)cc3)C(=O)NN4CCCCC4,Pd,0.01,51771.2
185,bromide186,[R]c1nnc(c2ccccc2Br)n1[R],Pd,0.02,19025.0
186,bromide187,COC(=O)CC(C)(C)CCOc1cccc(\C=C\c2ccc3ccc(Br)cc3n2)c1,Pd,0.62,3501089.5
187,bromide188,CC1(C)C[C@](O)(CC[C@@H]1C(=O)NCCCN2CCCC2=O)c3ncc(Br)s3,Pd,0.0,3170.1
188,bromide189,CCOC(=O)C1=CN(Cc2cc3OCOc3cc2Br)c4cc5OCOc5cc4C1=O,Pd,0.0,18891.0
189,bromide190,COC(=O)c1nc(nc(OC)c1OC(=O)C(C)(C)C)c2sccc2Br,Pd,0.0,0.0
190,bromide191,CC(C)(C)OC(=O)NC(CCNc1nc(nc2cnccc12)c3cccc(Br)c3)C(F)F,Pd,0.68,2997051.6
191,bromide192,Cc1cc(Nc2nccc(n2)C(F)(F)F)cc(c1)c3cnc(s3)[C@@](C)(O)c4ccc(Br)nc4,Pd,0.03,493826.5
0,bromide1,Brc1ccccn1,Ru,0.03,1282602.6
1,bromide2,Brc1cccnc1,Ru,0.49,4287042.5
2,bromide3,Brc1cncnc1,Ru,0.19,3834431.1
3,bromide4,Cn1cccc1Br,Ru,0.01,69291.5
4,bromide5,Cn1cc(Br)cn1,Ru,0.01,47079.7
5,bromide6,Cn1cnc(Br)c1,Ru,0.01,147155.3
6,bromide7,Cc1[nH]cnc1Br,Ru,0.02,205997.9
7,bromide8,Cc1n[nH]cc1Br,Ru,0.02,45995.8
8,bromide9,Cc1nc(Br)n[nH]1,Ru,0.04,385507.5
9,bromide10,Cn1cc(Br)nn1,Ru,0.04,638308.5
10,bromide11,Cc1onc(Br)n1,Ru,0.03,190977.9
11,bromide12,Cn1nnnc1Br,Ru,0.12,2624443.9
12,bromide13,Brc1cccs1,Ru,0.04,504.8
13,bromide14,Brc1ccsc1,Ru,0.04,0.0
14,bromide15,Brc1cnsc1,Ru,0.04,1664066.5
15,bromide16,Brc1cscn1,Ru,0.04,73081.1
16,bromide17,Brc1cnsn1,Ru,0.05,144087.4
17,bromide18,Cc1cc(Br)ccn1,Ru,3.25,6460093.8
18,bromide19,Cc1cccc(Br)n1,Ru,15.07,2158131.2
19,bromide20,Cc1ncccc1Br,Ru,0.05,2415480.8
