,substrate_id,substrate_smiles,condition,Normalized MALDI Pdt/IS,EIC(+)[M+H] Product Area
20,bromide21,Cc1ncc(Br)cn1,Ru,0.02,424.8
21,bromide22,Cc1nccnc1Br,Ru,0.03,825923.7
22,bromide23,BrC1=CNC(=O)C=C1,Ru,0.02,3595.2
23,bromide24,Oc1cccc(Br)n1,Ru,0.02,2469.9
24,bromide25,Oc1ncccc1Br,Ru,0.02,43289.3
25,bromide26,Brc1c[nH]c(C=O)c1,Ru,0.01,5570.5
26,bromide27,Brc1nc[nH]c1C=O,Ru,0.01,295815.4
27,bromide28,Brc1cc(on1)C=O,Ru,0.02,2318.3
28,bromide29,Cc1nsc(Br)n1,Ru,0.04,2578944.4
29,bromide30,Brc1cccnc1C#N,Ru,0.39,2385310.4
30,bromide31,Brc1ccc(C=O)nc1,Ru,0.01,1520239.1
31,bromide32,COc1cc(Br)ccn1,Ru,1.32,5742088.7
32,bromide33,COc1ccc(Br)cn1,Ru,0.02,227602.2
33,bromide34,COc1cccc(Br)n1,Ru,0.05,1465784.9
34,bromide35,COc1ncccc1Br,Ru,0.07,2167531.7
35,bromide36,CNc1cnc(Br)cn1,Ru,0.01,0.0
36,bromide37,[O-][N+](=O)c1n[nH]cc1Br,Ru,0.01,655.9
37,bromide38,Brc1cnc2[nH]ccc2c1,Ru,0.0,0.0
38,bromide39,Brc1cnc2occc2c1,Ru,0.02,1999771.1
39,bromide40,Brc1ccc2cnnn2c1,Ru,0.06,1740555.4
40,bromide41,Brc1cnc2oncc2c1,Ru,0.01,36918.4
41,bromide42,Brc1ccn2ncnc2n1,Ru,0.42,2893039.9
42,bromide43,CC(O)c1ccc(Br)cn1,Ru,0.01,103512.9
43,bromide44,CNC(=O)c1cc(Br)c[nH]1,Ru,0.01,0.0
44,bromide45,COC(=O)c1cc(Br)c[nH]1,Ru,0.01,0.0
45,bromide46,COC(=O)c1[nH]ncc1Br,Ru,0.01,868.9
46,bromide47,COC(=O)c1nc[nH]c1Br,Ru,0.0,1684.7
47,bromide48,CC(=O)c1cc(Br)cs1,Ru,0.03,200405.6
48,bromide49,COC(=O)c1[nH]nnc1Br,Ru,0.0,561.8
49,bromide50,Brc1cncc2ccccc12,Ru,0.88,3786032.8
50,bromide51,Brc1nccc2ccccc12,Ru,0.13,42397.0
51,bromide52,Brc1cc2ccccc2cn1,Ru,0.02,80204.2
52,bromide53,Brc1ccc2ccccc2n1,Ru,0.74,3355100.8
53,bromide54,Brc1ccnc2ccccc12,Ru,1.47,3953492.6
54,bromide55,Brc1cnc2ccccc2c1,Ru,0.56,4368389.7
55,bromide56,Brc1cnc2ncccc2c1,Ru,0.45,2320443.9
56,bromide57,Brc1cnc2CCCCc2c1,Ru,0.28,1817311.5
57,bromide58,FC(F)(F)c1n[nH]cc1Br,Ru,0.0,7580.1
58,bromide59,CNC(=O)c1ccc(Br)cn1,Ru,0.12,1907209.5
59,bromide60,CC(=O)Nc1ccc(Br)cn1,Ru,0.32,1809075.3
60,bromide61,CC(C)Nc1cc(Br)ccn1,Ru,1.54,5583318.4
61,bromide62,COC(=O)c1ncccc1Br,Ru,0.04,1885348.4
62,bromide63,COC(=O)c1cc(Br)ccn1,Ru,0.99,3729451.8
63,bromide64,COC(=O)c1ccc(Br)cn1,Ru,1.01,3238521.1
64,bromide65,O[C@H](Cn1cc(Br)cn1)C=C,Ru,0.01,26977.6
65,bromide66,Brc1noc(n1)c2ccccc2,Ru,0.0,0.0
66,bromide67,Brc1ccccc1c2nnn[nH]2,Ru,0.03,0.0
67,bromide68,OC(=O)CCc1ccc(Br)nc1,Ru,0.04,1048811.6
68,bromide69,COc1cc(Br)cnc1C(=O)O,Ru,0.01,31747.3
69,bromide70,OC(=O)CNc1ccnc(Br)n1,Ru,0.01,56398.9
70,bromide71,COc1ccc(Br)nc1[N+](=O)[O-],Ru,0.0,120708.3
71,bromide72,Brc1cccc(n1)c2ccccc2,Ru,0.12,1571206.2
72,bromide73,Brc1ccc(nc1)c2cccnc2,Ru,1.3,4006140.8
73,bromide74,CS(=O)(=O)c1ccc(Br)cn1,Ru,0.18,3700934.0
74,bromide75,CCOC(=O)c1csc(Br)n1,Ru,0.28,4116576.8
75,bromide76,Brc1cccc(n1)N2CCCC2=O,Ru,0.32,1613372.3
76,bromide77,Brc1cccnc1N2CCC(=O)C2,Ru,0.44,69995.2
77,bromide78,Cc1onc(c1)c2nn(C)cc2Br,Ru,0.08,15352.7
78,bromide79,CON(C)C(=O)c1ncccc1Br,Ru,0.02,9739.0
79,bromide80,OC(c1ccc(Br)cn1)C(F)(F)F,Ru,0.03,887824.8
80,bromide81,COC(=O)CC(=O)c1cncc(Br)c1,Ru,0.0,42935.1
81,bromide82,COC(=O)c1cc(cc(Br)n1)[N+](=O)[O-],Ru,0.0,23452.9
82,bromide83,O[C@H]1CCC[C@H]([C@@H]1O)n2cc(Br)cn2,Ru,0.01,0.0
83,bromide84,FC(F)(F)c1ccc2nc(Br)ccc2c1,Ru,0.3,3121556.6
84,bromide85,Brc1cccc(CNC(=O)c2ocnc2)n1,Ru,0.05,822307.9
85,bromide86,Brc1cnc(On2nnc3ccccc23)nc1,Ru,0.02,9916.4
86,bromide87,COC(=O)c1cn(Cc2cccc(Br)n2)nn1,Ru,0.02,1787346.1
87,bromide88,COC(=O)C(C)(C)CCOc1ccc(Br)nc1,Ru,0.01,463280.9
88,bromide89,CSCCNC(=O)c1cc(Br)cn1C(C)C,Ru,0.02,12296.2
89,bromide90,Cc1cc(Br)nc(Nc2cc(ccn2)C(F)(F)F)c1,Ru,0.05,579550.2
90,bromide91,CC(C)(C)OC(=O)N1CCN(CC1)c2ccc(Br)cn2,Ru,0.03,1382.8
91,bromide92,CC(C)(C)OC(=O)N1CCN(CC1)c2cncc(Br)c2,Ru,0.15,1100702.4
92,bromide93,Brc1cn(Cc2ccc(OCc3ccccc3)nc2)cn1,Ru,0.01,13618.4
93,bromide94,CC(=O)N1CCN(CC1)C2CCc3nc(Br)sc3C2,Ru,0.02,377740.0
94,bromide95,COc1ccc(Nc2nc(Br)cn3ccnc23)cc1OC,Ru,0.07,233044.3
95,bromide96,CCOC(=O)[C@H]1CC[C@@H](C[C@H]1C)C(C)(O)c2ccc(Br)cn2,Ru,0.08,2361823.0
96,bromide97,COC(=O)C1Cc2ncc(Br)cc2N(Cc3ccccc3)C1=O,Ru,0.0,79235.1
97,bromide98,CC(C)OC(=O)[C@@H]1[C@H](C)C[C@](O)(C[C@@H]1C)c2ncc(Br)s2,Ru,0.0,2464.9
98,bromide99,Cc1cc(Br)nc(c1)N(c2cc(ccn2)C(F)(F)F)S(=O)(=O)C,Ru,0.04,1932939.2
99,bromide100,Cc1cc(Br)nc(c1)N(C(=O)C(C)(C)C)c2cc(ccn2)C(F)(F)F,Ru,0.07,1849215.9
100,bromide101,CCOC(=O)N1[C@H](CC)C[C@H](Nc2ncc(Br)cn2)c3cc(ccc13)C(F)(F)F,Ru,0.0,4724.2
101,bromide102,Brc1ccc2NCCc2c1,Ru,0.0,0.0
102,bromide103,Brc1ccc2[nH]ccc2c1,Ru,0.0,422.0
103,bromide104,Brc1ccc2cc[nH]c2c1,Ru,0.0,419.7
104,bromide105,Brc1cccc2[nH]ccc12,Ru,0.01,298.9
105,bromide106,Brc1cccc2cc[nH]c12,Ru,0.0,276.4
106,bromide107,Brc1ccc2ccoc2c1,Ru,0.01,36628.7
107,bromide108,Brc1ccc2occc2c1,Ru,0.01,90442.8
108,bromide109,Brc1cccc2ccoc12,Ru,0.01,1014088.0
109,bromide110,Brc1ccc2[nH]ncc2c1,Ru,0.01,0.0
110,bromide111,Brc1cccc2[nH]ncc12,Ru,0.01,0.0
111,bromide112,Brc1ccc2cnoc2c1,Ru,0.02,0.0
112,bromide113,Brc1ccc2ncoc2c1,Ru,0.0,0.0
113,bromide114,Brc1ccc2ocnc2c1,Ru,0.01,71983.6
114,bromide115,Brc1ccc2[nH]nnc2c1,Ru,0.01,0.0
115,bromide116,Brc1ccc2nonc2c1,Ru,0.01,23344.0
116,bromide117,Brc1ccc2OCCc2c1,Ru,0.01,49286.9
117,bromide118,Brc1ccc2ccncc2c1,Ru,0.38,2979593.5
118,bromide119,Brc1cccc2cccnc12,Ru,0.08,1595470.7
119,bromide120,Brc1cccc2cnccc12,Ru,0.47,3611405.9
120,bromide121,Brc1cccc2ncccc12,Ru,0.28,2401683.6
121,bromide122,Brc1ccc2cnccc2c1,Ru,2.48,5436152.7
122,bromide123,Brc1ccc2ncccc2c1,Ru,0.14,1765527.5
123,bromide124,Brc1cccc2ccncc12,Ru,0.3,2107099.1
124,bromide125,Brc1ccc2nccnc2c1,Ru,0.2,1246374.4
125,bromide126,Cn1ccc2cc(Br)ccc12,Ru,0.01,0.0
126,bromide127,Cc1nc2cc(Br)ccc2[nH]1,Ru,0.03,87611.5
127,bromide128,Cc1noc2cc(Br)ccc12,Ru,0.08,762934.4
128,bromide129,Cn1nnc2ccc(Br)cc12,Ru,0.1,779596.4
129,bromide130,Brc1ccc2sccc2c1,Ru,0.02,582592.9
130,bromide131,Oc1noc2cc(Br)ccc12,Ru,0.0,25129.0
131,bromide132,Brc1ccc2NC(=O)Oc2c1,Ru,0.0,32612.2
132,bromide133,Brc1ccc2ncsc2c1,Ru,0.02,474090.1
133,bromide134,Brc1ccc(cc1)c2cc[nH]n2,Ru,0.02,3643.4
134,bromide135,Brc1ccccc1n2cccn2,Ru,0.58,3067866.5
135,bromide136,Brc1ccc(cc1)c2ccon2,Ru,0.04,49579.3
136,bromide137,Brc1ccc(cc1)c2ocnc2,Ru,0.05,921722.1
137,bromide138,Brc1cccc2CCC(=O)Nc12,Ru,0.09,1835726.7
138,bromide139,Brc1ccc2NC(=O)OCc2c1,Ru,0.05,0.0
139,bromide140,Brc1ccc2NC(=O)CCCc2c1,Ru,0.02,0.0
140,bromide141,[O-][N+](=O)c1cc(Br)cc2cc[nH]c12,Ru,0.01,27052.1
141,bromide142,Brc1ccc2NC(=O)NC(=O)c2c1,Ru,0.02,0.0
142,bromide143,Oc1oc(nn1)c2ccc(Br)cc2,Ru,0.01,0.0
143,bromide144,Brc1ccc2NC(=O)CSc2c1,Ru,0.01,16371.4
144,bromide145,Brc1ccc2[nH]c3ccccc3c2c1,Ru,0.03,26070.6
145,bromide146,Brc1ccc2oc3ccccc3c2c1,Ru,0.05,0.0
146,bromide147,Brc1ccc2c(OCc3nnnn23)c1,Ru,0.02,236870.6
147,bromide148,CCOC(=O)\C=C\c1ccc2cc(Br)ccc2n1,Ru,0.04,335859.0
148,bromide149,[O-][N+](=O)c1ccc(Br)cc1NCc2ccccc2,Ru,0.12,1253017.2
149,bromide150,CC(=O)N1CCC[C@H]1c2nc3ccc(Br)cc3[nH]2,Ru,0.01,4939.1
150,bromide151,CC(=O)N1CCCc2c(C1)n(C)c3ccc(Br)cc23,Ru,0.01,11292.8
151,bromide152,CC(C)Oc1ccnc(Nc2cc(C)cc(Br)c2)n1,Ru,0.01,122269.2
152,bromide153,CCOC(=O)c1n[nH]c2c1COc3c(Br)cccc23,Ru,0.5,0.0
153,bromide154,COC(=O)c1c2cc(Br)ccc2nn1Cc3ccccc3,Ru,0.05,571786.2
154,bromide155,CC(C)[Si](C(C)C)(C(C)C)n1ccc2c(Br)cccc12,Ru,0.01,7582.4
155,bromide156,COC(=O)c1cc(ccc1Br)C(=O)Nc2cc(ccn2)C(F)(F)F,Ru,0.03,1001166.5
156,bromide157,CSc1ncc(Br)c(CN2[C@@H](C)[C@H](OC2=O)c3cc(cc(c3)C(F)(F)F)C(F)(F)F)n1,Ru,0.0,1799893.3
157,bromide158,C[C@H]1c2ccccc2[C@@H]3C[C@H](CCN3c4ccc(Br)cc14)NC(=O)c5snnc5C,Ru,0.02,19756.0
158,bromide159,C[C@H]1C[C@]2(N)[C@@H]([C@@H](C)OC2=O)[C@@H](\C=C\c3ccc(Br)cn3)[C@@H]1C,Ru,0.12,1065426.4
159,bromide160,CC(=O)N1CCC[C@H]1c2nc3ccc(Br)cc3n2Cc4ccccc4,Ru,0.03,14316.8
160,bromide161,Cc1cc(Br)ccc1CN2C3=C(COC3)C(=C(C(=O)NCC(=O)OC(C)(C)C)C2=O)O,Ru,0.0,5127.9
161,bromide162,[R]N([R])S(=O)(=O)c1cc(Cl)c(Br)cc1F,Ru,0.0,376951.3
162,bromide163,C[C@@H](NC(=O)C1=CC(=O)NC(=N1)Cc2ccc(Br)cc2)c3ccc(cc3)C(F)(F)F,Ru,0.0,13201.6
163,bromide164,FC(F)(F)c1ccc(Br)c(c1SCc2ccccc2)c3nnn[nH]3,Ru,0.0,20353.5
164,bromide165,COC(=O)N[C@@H](C(C)C)C(=O)N1C[C@H](F)C[C@H]1c2ncc([nH]2)c3ccc(Br)cc3,Ru,0.0,32979.6
165,bromide166,OC[C@H]1O[C@@H](Oc2c[nH]c3ccc(Br)c(Cl)c23)[C@H](O)[C@@H](O)[C@H]1O,Ru,0.0,13919.6
166,bromide167,[R]C1N(CCc2cc(OC)c(Oc3ccc(Br)c(F)c3)cc12)C(=O)OC(C)(C)C,Ru,0.0,6544.4
167,bromide168,C[C@@H](OC(=O)Nc1c(C)noc1c2ccc(Br)cc2)c3ccccc3,Ru,0.0,8054.3
168,bromide169,C[C@@H]1[C@H](N(N=C1C(F)(F)F)c2ccc(Br)cc2)C(=O)N3[C@@H](COC3=O)c4ccccc4,Ru,0.0,3167.4
169,bromide170,Brc1cncc(c1)c2ccccc2,Ru,1.08,4735489.9
170,bromide171,CCOC(=O)C1=C2c3ccccc3C(=O)c4c(Br)cc(C)c(NC1=O)c24,Ru,0.2,1522332.4
171,bromide172,[R]NC(=O)c1nc(N([R])S(=O)(=O)[R])c2cc(Br)cnc2c1O,Ru,0.02,13778.3
172,bromide173,[R]C(O)(Cc1nc(CC(C)(C)C)c(Br)[nH]1)C(F)(F)F,Ru,0.0,474192.1
173,bromide174,FC(F)(F)Oc1ccc(cc1)S(=O)(=O)N2Cc3ccc(nc3Nc4ccc(Br)cc24)C(F)(F)F,Ru,0.0,9181.9
174,bromide175,COc1cc2CCN(C(=O)OC(C)(C)C)C(C)(CC(=O)Nc3nccs3)c2cc1Br,Ru,0.0,15583.5
175,bromide176,[R]C(O)C1=C([R])N(Cc2ccc(Br)cn2)C=C(C(=O)OCC)C1=O,Ru,0.01,489837.4
176,bromide177,[R]Oc1cc(OC(F)(F)F)ccc1Br,Ru,0.01,0.0
177,bromide178,COc1cnc(cn1)C(=O)Nc2cc(c(F)cc2Br)[C@]3(C)CS(=O)(=O)C(C)(C)C(=N)N3,Ru,0.0,0.0
178,bromide179,[R]c1c([R])c2nnc([R])n2nc1OCc3ccccc3Br,Ru,0.01,2281.0
179,bromide180,[R]c1cc(Br)c(N2C[C@H](O)[C@@H](O)[C@@H]2C)n3c([R])c([R])nc13,Ru,0.04,38396.0
180,bromide181,[R]c1cnn2cc(Br)cnc12,Ru,0.03,867475.2
181,bromide182,COC(=O)c1cnc(NCc2ccc3CC4(Cc3c2)N(C)C(=O)NC4=O)c(Br)c1,Ru,0.05,409148.4
182,bromide183,Brc1ccccc1C(=O)N2CCN(CC2)c3nnc(s3)c4nn[nH]n4,Ru,0.01,11189.4
183,bromide184,C[C@@H](NC(=O)C(C)(C)Oc1ccc(cn1)C(F)(F)F)[C@@](O)(Cc2ccc(Cl)cc2)c3cccc(Br)c3,Ru,0.0,47911.7
184,bromide185,Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Br)cc3)C(=O)NN4CCCCC4,Ru,0.02,10054.7
185,bromide186,[R]c1nnc(c2ccccc2Br)n1[R],Ru,0.14,454409.0
186,bromide187,COC(=O)CC(C)(C)CCOc1cccc(\C=C\c2ccc3ccc(Br)cc3n2)c1,Ru,0.06,2205879.7
187,bromide188,CC1(C)C[C@](O)(CC[C@@H]1C(=O)NCCCN2CCCC2=O)c3ncc(Br)s3,Ru,0.01,123616.0
188,bromide189,CCOC(=O)C1=CN(Cc2cc3OCOc3cc2Br)c4cc5OCOc5cc4C1=O,Ru,0.0,307264.3
189,bromide190,COC(=O)c1nc(nc(OC)c1OC(=O)C(C)(C)C)c2sccc2Br,Ru,0.0,18219.6
190,bromide191,CC(C)(C)OC(=O)NC(CCNc1nc(nc2cnccc12)c3cccc(Br)c3)C(F)F,Ru,0.05,760492.1
191,bromide192,Cc1cc(Nc2nccc(n2)C(F)(F)F)cc(c1)c3cnc(s3)[C@@](C)(O)c4ccc(Br)nc4,Ru,0.02,350209.9
