,ligand_name,ligand_smiles,electrophile_name,electrophile_id,electrophile_smiles,nucleophile_name,nucleophile_id,nucleophile_smiles,product_smiles,yield
156,P(fur)3,c1coc(P(c2ccco2)c2ccco2)c1,Ethyl 4-bromo-1-ethylpyrrole-2-carboxylate,e1,CCOC(=O)c1cc(Br)cn1CC,1-Methyl-1H-imidazole-4-carbonitrile,nC,Cn1cnc(C#N)c1,CCOC(=O)c1cc(-c2c(C#N)ncn2C)cn1CC,8.51
157,Ph-PhenCar-Phos,c1ccc(P(c2ccccc2)c2ccccc2-n2c3ccccc3c3ccccc32)cc1,Ethyl 4-bromo-1-ethylpyrrole-2-carboxylate,e1,CCOC(=O)c1cc(Br)cn1CC,1-Methyl-1H-imidazole-4-carbonitrile,nC,Cn1cnc(C#N)c1,CCOC(=O)c1cc(-c2c(C#N)ncn2C)cn1CC,10.18
158,PPh2Me,CP(c1ccccc1)c1ccccc1,Ethyl 4-bromo-1-ethylpyrrole-2-carboxylate,e1,CCOC(=O)c1cc(Br)cn1CC,1-Methyl-1H-imidazole-4-carbonitrile,nC,Cn1cnc(C#N)c1,CCOC(=O)c1cc(-c2c(C#N)ncn2C)cn1CC,0.0
159,PPhtBu2,CC(C)(C)P(c1ccccc1)C(C)(C)C,Ethyl 4-bromo-1-ethylpyrrole-2-carboxylate,e1,CCOC(=O)c1cc(Br)cn1CC,1-Methyl-1H-imidazole-4-carbonitrile,nC,Cn1cnc(C#N)c1,CCOC(=O)c1cc(-c2c(C#N)ncn2C)cn1CC,0.0
161,PPhMe2,CP(C)c1ccccc1,Ethyl 4-bromo-1-ethylpyrrole-2-carboxylate,e1,CCOC(=O)c1cc(Br)cn1CC,1-Methyl-1H-imidazole-4-carbonitrile,nC,Cn1cnc(C#N)c1,CCOC(=O)c1cc(-c2c(C#N)ncn2C)cn1CC,0.0
169,BrettPhos,COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,2-Bromobiphenyl,e4,Brc1ccccc1-c1ccccc1,1-Methyl-1H-imidazole-4-carbonitrile,nC,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1-c1ccccc1,19.12
171,CX-PICy,Cc1cc(C)c(-n2ccnc2P(C2CCCCC2)C2CCCCC2)c(C)c1,2-Bromobiphenyl,e4,Brc1ccccc1-c1ccccc1,1-Methyl-1H-imidazole-4-carbonitrile,nC,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1-c1ccccc1,63.59
172,Cy-DavePhos,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,2-Bromobiphenyl,e4,Brc1ccccc1-c1ccccc1,1-Methyl-1H-imidazole-4-carbonitrile,nC,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1-c1ccccc1,33.2
173,Cy-vBRIDP,CC(=C(c1ccccc1)c1ccccc1)P(C1CCCCC1)C1CCCCC1,2-Bromobiphenyl,e4,Brc1ccccc1-c1ccccc1,1-Methyl-1H-imidazole-4-carbonitrile,nC,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1-c1ccccc1,20.16
175,MeO-KITPHOS,COc1ccccc1C1=C(P(C2CCCCC2)C2CCCCC2)C2c3ccccc3C1c1ccccc12,2-Bromobiphenyl,e4,Brc1ccccc1-c1ccccc1,1-Methyl-1H-imidazole-4-carbonitrile,nC,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1-c1ccccc1,53.74
177,Et-PhenCar-Phos,CCP(CC)c1ccccc1-n1c2ccccc2c2ccccc21,2-Bromobiphenyl,e4,Brc1ccccc1-c1ccccc1,1-Methyl-1H-imidazole-4-carbonitrile,nC,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1-c1ccccc1,49.01
178,JackiePhos,COc1ccc(OC)c(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,2-Bromobiphenyl,e4,Brc1ccccc1-c1ccccc1,1-Methyl-1H-imidazole-4-carbonitrile,nC,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1-c1ccccc1,23.17
180,P(fur)3,c1coc(P(c2ccco2)c2ccco2)c1,2-Bromobiphenyl,e4,Brc1ccccc1-c1ccccc1,1-Methyl-1H-imidazole-4-carbonitrile,nC,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1-c1ccccc1,51.31
181,Ph-PhenCar-Phos,c1ccc(P(c2ccccc2)c2ccccc2-n2c3ccccc3c3ccccc32)cc1,2-Bromobiphenyl,e4,Brc1ccccc1-c1ccccc1,1-Methyl-1H-imidazole-4-carbonitrile,nC,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1-c1ccccc1,25.61
182,PPh2Me,CP(c1ccccc1)c1ccccc1,2-Bromobiphenyl,e4,Brc1ccccc1-c1ccccc1,1-Methyl-1H-imidazole-4-carbonitrile,nC,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1-c1ccccc1,0.81
183,PPhtBu2,CC(C)(C)P(c1ccccc1)C(C)(C)C,2-Bromobiphenyl,e4,Brc1ccccc1-c1ccccc1,1-Methyl-1H-imidazole-4-carbonitrile,nC,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1-c1ccccc1,1.57
185,PPhMe2,CP(C)c1ccccc1,2-Bromobiphenyl,e4,Brc1ccccc1-c1ccccc1,1-Methyl-1H-imidazole-4-carbonitrile,nC,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1-c1ccccc1,2.85
193,BrettPhos,COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,1-Bromo-2-fluorobenzene,e7,Fc1ccccc1Br,1-Methyl-1H-imidazole-4-carbonitrile,nC,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,0.0
195,CX-PICy,Cc1cc(C)c(-n2ccnc2P(C2CCCCC2)C2CCCCC2)c(C)c1,1-Bromo-2-fluorobenzene,e7,Fc1ccccc1Br,1-Methyl-1H-imidazole-4-carbonitrile,nC,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,58.76
196,Cy-DavePhos,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,1-Bromo-2-fluorobenzene,e7,Fc1ccccc1Br,1-Methyl-1H-imidazole-4-carbonitrile,nC,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,45.14
197,Cy-vBRIDP,CC(=C(c1ccccc1)c1ccccc1)P(C1CCCCC1)C1CCCCC1,1-Bromo-2-fluorobenzene,e7,Fc1ccccc1Br,1-Methyl-1H-imidazole-4-carbonitrile,nC,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,70.63
199,MeO-KITPHOS,COc1ccccc1C1=C(P(C2CCCCC2)C2CCCCC2)C2c3ccccc3C1c1ccccc12,1-Bromo-2-fluorobenzene,e7,Fc1ccccc1Br,1-Methyl-1H-imidazole-4-carbonitrile,nC,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,25.31
201,Et-PhenCar-Phos,CCP(CC)c1ccccc1-n1c2ccccc2c2ccccc21,1-Bromo-2-fluorobenzene,e7,Fc1ccccc1Br,1-Methyl-1H-imidazole-4-carbonitrile,nC,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,77.38
202,JackiePhos,COc1ccc(OC)c(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,1-Bromo-2-fluorobenzene,e7,Fc1ccccc1Br,1-Methyl-1H-imidazole-4-carbonitrile,nC,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,71.87
204,P(fur)3,c1coc(P(c2ccco2)c2ccco2)c1,1-Bromo-2-fluorobenzene,e7,Fc1ccccc1Br,1-Methyl-1H-imidazole-4-carbonitrile,nC,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,51.41
205,Ph-PhenCar-Phos,c1ccc(P(c2ccccc2)c2ccccc2-n2c3ccccc3c3ccccc32)cc1,1-Bromo-2-fluorobenzene,e7,Fc1ccccc1Br,1-Methyl-1H-imidazole-4-carbonitrile,nC,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,49.62
206,PPh2Me,CP(c1ccccc1)c1ccccc1,1-Bromo-2-fluorobenzene,e7,Fc1ccccc1Br,1-Methyl-1H-imidazole-4-carbonitrile,nC,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,33.98
207,PPhtBu2,CC(C)(C)P(c1ccccc1)C(C)(C)C,1-Bromo-2-fluorobenzene,e7,Fc1ccccc1Br,1-Methyl-1H-imidazole-4-carbonitrile,nC,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,30.53
209,PPhMe2,CP(C)c1ccccc1,1-Bromo-2-fluorobenzene,e7,Fc1ccccc1Br,1-Methyl-1H-imidazole-4-carbonitrile,nC,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,45.69
217,BrettPhos,COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,3-Bromo-5-(trifluoromethyl)pyridine,e10,FC(F)(F)c1cncc(Br)c1,1-Methyl-1H-imidazole-4-carbonitrile,nC,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1cncc(C(F)(F)F)c1,15.26
219,CX-PICy,Cc1cc(C)c(-n2ccnc2P(C2CCCCC2)C2CCCCC2)c(C)c1,3-Bromo-5-(trifluoromethyl)pyridine,e10,FC(F)(F)c1cncc(Br)c1,1-Methyl-1H-imidazole-4-carbonitrile,nC,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1cncc(C(F)(F)F)c1,72.64
220,Cy-DavePhos,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,3-Bromo-5-(trifluoromethyl)pyridine,e10,FC(F)(F)c1cncc(Br)c1,1-Methyl-1H-imidazole-4-carbonitrile,nC,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1cncc(C(F)(F)F)c1,66.53
221,Cy-vBRIDP,CC(=C(c1ccccc1)c1ccccc1)P(C1CCCCC1)C1CCCCC1,3-Bromo-5-(trifluoromethyl)pyridine,e10,FC(F)(F)c1cncc(Br)c1,1-Methyl-1H-imidazole-4-carbonitrile,nC,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1cncc(C(F)(F)F)c1,69.78
223,MeO-KITPHOS,COc1ccccc1C1=C(P(C2CCCCC2)C2CCCCC2)C2c3ccccc3C1c1ccccc12,3-Bromo-5-(trifluoromethyl)pyridine,e10,FC(F)(F)c1cncc(Br)c1,1-Methyl-1H-imidazole-4-carbonitrile,nC,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1cncc(C(F)(F)F)c1,68.39
225,Et-PhenCar-Phos,CCP(CC)c1ccccc1-n1c2ccccc2c2ccccc21,3-Bromo-5-(trifluoromethyl)pyridine,e10,FC(F)(F)c1cncc(Br)c1,1-Methyl-1H-imidazole-4-carbonitrile,nC,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1cncc(C(F)(F)F)c1,76.05
226,JackiePhos,COc1ccc(OC)c(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,3-Bromo-5-(trifluoromethyl)pyridine,e10,FC(F)(F)c1cncc(Br)c1,1-Methyl-1H-imidazole-4-carbonitrile,nC,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1cncc(C(F)(F)F)c1,69.76
228,P(fur)3,c1coc(P(c2ccco2)c2ccco2)c1,3-Bromo-5-(trifluoromethyl)pyridine,e10,FC(F)(F)c1cncc(Br)c1,1-Methyl-1H-imidazole-4-carbonitrile,nC,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1cncc(C(F)(F)F)c1,73.37
229,Ph-PhenCar-Phos,c1ccc(P(c2ccccc2)c2ccccc2-n2c3ccccc3c3ccccc32)cc1,3-Bromo-5-(trifluoromethyl)pyridine,e10,FC(F)(F)c1cncc(Br)c1,1-Methyl-1H-imidazole-4-carbonitrile,nC,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1cncc(C(F)(F)F)c1,62.32
230,PPh2Me,CP(c1ccccc1)c1ccccc1,3-Bromo-5-(trifluoromethyl)pyridine,e10,FC(F)(F)c1cncc(Br)c1,1-Methyl-1H-imidazole-4-carbonitrile,nC,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1cncc(C(F)(F)F)c1,70.68
231,PPhtBu2,CC(C)(C)P(c1ccccc1)C(C)(C)C,3-Bromo-5-(trifluoromethyl)pyridine,e10,FC(F)(F)c1cncc(Br)c1,1-Methyl-1H-imidazole-4-carbonitrile,nC,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1cncc(C(F)(F)F)c1,70.78
233,PPhMe2,CP(C)c1ccccc1,3-Bromo-5-(trifluoromethyl)pyridine,e10,FC(F)(F)c1cncc(Br)c1,1-Methyl-1H-imidazole-4-carbonitrile,nC,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1cncc(C(F)(F)F)c1,70.13
241,BrettPhos,COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,2-Bromobiphenyl,e4,Brc1ccccc1-c1ccccc1,1-Methylimidazole,nA,Cn1ccnc1,Cn1cncc1-c1ccccc1-c1ccccc1,0.0
243,CX-PICy,Cc1cc(C)c(-n2ccnc2P(C2CCCCC2)C2CCCCC2)c(C)c1,2-Bromobiphenyl,e4,Brc1ccccc1-c1ccccc1,1-Methylimidazole,nA,Cn1ccnc1,Cn1cncc1-c1ccccc1-c1ccccc1,2.22
244,Cy-DavePhos,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,2-Bromobiphenyl,e4,Brc1ccccc1-c1ccccc1,1-Methylimidazole,nA,Cn1ccnc1,Cn1cncc1-c1ccccc1-c1ccccc1,0.0
245,Cy-vBRIDP,CC(=C(c1ccccc1)c1ccccc1)P(C1CCCCC1)C1CCCCC1,2-Bromobiphenyl,e4,Brc1ccccc1-c1ccccc1,1-Methylimidazole,nA,Cn1ccnc1,Cn1cncc1-c1ccccc1-c1ccccc1,0.0
247,MeO-KITPHOS,COc1ccccc1C1=C(P(C2CCCCC2)C2CCCCC2)C2c3ccccc3C1c1ccccc12,2-Bromobiphenyl,e4,Brc1ccccc1-c1ccccc1,1-Methylimidazole,nA,Cn1ccnc1,Cn1cncc1-c1ccccc1-c1ccccc1,3.11
249,Et-PhenCar-Phos,CCP(CC)c1ccccc1-n1c2ccccc2c2ccccc21,2-Bromobiphenyl,e4,Brc1ccccc1-c1ccccc1,1-Methylimidazole,nA,Cn1ccnc1,Cn1cncc1-c1ccccc1-c1ccccc1,0.5
250,JackiePhos,COc1ccc(OC)c(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,2-Bromobiphenyl,e4,Brc1ccccc1-c1ccccc1,1-Methylimidazole,nA,Cn1ccnc1,Cn1cncc1-c1ccccc1-c1ccccc1,0.0
252,P(fur)3,c1coc(P(c2ccco2)c2ccco2)c1,2-Bromobiphenyl,e4,Brc1ccccc1-c1ccccc1,1-Methylimidazole,nA,Cn1ccnc1,Cn1cncc1-c1ccccc1-c1ccccc1,0.0
253,Ph-PhenCar-Phos,c1ccc(P(c2ccccc2)c2ccccc2-n2c3ccccc3c3ccccc32)cc1,2-Bromobiphenyl,e4,Brc1ccccc1-c1ccccc1,1-Methylimidazole,nA,Cn1ccnc1,Cn1cncc1-c1ccccc1-c1ccccc1,0.0
254,PPh2Me,CP(c1ccccc1)c1ccccc1,2-Bromobiphenyl,e4,Brc1ccccc1-c1ccccc1,1-Methylimidazole,nA,Cn1ccnc1,Cn1cncc1-c1ccccc1-c1ccccc1,0.0
255,PPhtBu2,CC(C)(C)P(c1ccccc1)C(C)(C)C,2-Bromobiphenyl,e4,Brc1ccccc1-c1ccccc1,1-Methylimidazole,nA,Cn1ccnc1,Cn1cncc1-c1ccccc1-c1ccccc1,0.0
257,PPhMe2,CP(C)c1ccccc1,2-Bromobiphenyl,e4,Brc1ccccc1-c1ccccc1,1-Methylimidazole,nA,Cn1ccnc1,Cn1cncc1-c1ccccc1-c1ccccc1,0.0
265,BrettPhos,COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,5-Bromo-N-tert-butylpyridine-3-sulfonamide,e5,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,1-Methylimidazole,nA,Cn1ccnc1,Cn1cncc1-c1cncc(S(=O)(=O)NC(C)(C)C)c1,29.14
267,CX-PICy,Cc1cc(C)c(-n2ccnc2P(C2CCCCC2)C2CCCCC2)c(C)c1,5-Bromo-N-tert-butylpyridine-3-sulfonamide,e5,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,1-Methylimidazole,nA,Cn1ccnc1,Cn1cncc1-c1cncc(S(=O)(=O)NC(C)(C)C)c1,68.3
268,Cy-DavePhos,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,5-Bromo-N-tert-butylpyridine-3-sulfonamide,e5,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,1-Methylimidazole,nA,Cn1ccnc1,Cn1cncc1-c1cncc(S(=O)(=O)NC(C)(C)C)c1,73.0
269,Cy-vBRIDP,CC(=C(c1ccccc1)c1ccccc1)P(C1CCCCC1)C1CCCCC1,5-Bromo-N-tert-butylpyridine-3-sulfonamide,e5,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,1-Methylimidazole,nA,Cn1ccnc1,Cn1cncc1-c1cncc(S(=O)(=O)NC(C)(C)C)c1,75.13
271,MeO-KITPHOS,COc1ccccc1C1=C(P(C2CCCCC2)C2CCCCC2)C2c3ccccc3C1c1ccccc12,5-Bromo-N-tert-butylpyridine-3-sulfonamide,e5,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,1-Methylimidazole,nA,Cn1ccnc1,Cn1cncc1-c1cncc(S(=O)(=O)NC(C)(C)C)c1,71.9
273,Et-PhenCar-Phos,CCP(CC)c1ccccc1-n1c2ccccc2c2ccccc21,5-Bromo-N-tert-butylpyridine-3-sulfonamide,e5,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,1-Methylimidazole,nA,Cn1ccnc1,Cn1cncc1-c1cncc(S(=O)(=O)NC(C)(C)C)c1,73.16
274,JackiePhos,COc1ccc(OC)c(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,5-Bromo-N-tert-butylpyridine-3-sulfonamide,e5,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,1-Methylimidazole,nA,Cn1ccnc1,Cn1cncc1-c1cncc(S(=O)(=O)NC(C)(C)C)c1,71.57
276,P(fur)3,c1coc(P(c2ccco2)c2ccco2)c1,5-Bromo-N-tert-butylpyridine-3-sulfonamide,e5,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,1-Methylimidazole,nA,Cn1ccnc1,Cn1cncc1-c1cncc(S(=O)(=O)NC(C)(C)C)c1,72.89
277,Ph-PhenCar-Phos,c1ccc(P(c2ccccc2)c2ccccc2-n2c3ccccc3c3ccccc32)cc1,5-Bromo-N-tert-butylpyridine-3-sulfonamide,e5,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,1-Methylimidazole,nA,Cn1ccnc1,Cn1cncc1-c1cncc(S(=O)(=O)NC(C)(C)C)c1,1.65
278,PPh2Me,CP(c1ccccc1)c1ccccc1,5-Bromo-N-tert-butylpyridine-3-sulfonamide,e5,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,1-Methylimidazole,nA,Cn1ccnc1,Cn1cncc1-c1cncc(S(=O)(=O)NC(C)(C)C)c1,70.35
279,PPhtBu2,CC(C)(C)P(c1ccccc1)C(C)(C)C,5-Bromo-N-tert-butylpyridine-3-sulfonamide,e5,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,1-Methylimidazole,nA,Cn1ccnc1,Cn1cncc1-c1cncc(S(=O)(=O)NC(C)(C)C)c1,70.99
281,PPhMe2,CP(C)c1ccccc1,5-Bromo-N-tert-butylpyridine-3-sulfonamide,e5,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,1-Methylimidazole,nA,Cn1ccnc1,Cn1cncc1-c1cncc(S(=O)(=O)NC(C)(C)C)c1,70.64
289,BrettPhos,COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,1-Benzyl-5-bromo-1H-indole,e9,Brc1ccc2c(ccn2Cc2ccccc2)c1,1-Methylimidazole,nA,Cn1ccnc1,Cn1cncc1-c1ccc2c(ccn2Cc2ccccc2)c1,3.97
291,CX-PICy,Cc1cc(C)c(-n2ccnc2P(C2CCCCC2)C2CCCCC2)c(C)c1,1-Benzyl-5-bromo-1H-indole,e9,Brc1ccc2c(ccn2Cc2ccccc2)c1,1-Methylimidazole,nA,Cn1ccnc1,Cn1cncc1-c1ccc2c(ccn2Cc2ccccc2)c1,26.47
292,Cy-DavePhos,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,1-Benzyl-5-bromo-1H-indole,e9,Brc1ccc2c(ccn2Cc2ccccc2)c1,1-Methylimidazole,nA,Cn1ccnc1,Cn1cncc1-c1ccc2c(ccn2Cc2ccccc2)c1,42.93
293,Cy-vBRIDP,CC(=C(c1ccccc1)c1ccccc1)P(C1CCCCC1)C1CCCCC1,1-Benzyl-5-bromo-1H-indole,e9,Brc1ccc2c(ccn2Cc2ccccc2)c1,1-Methylimidazole,nA,Cn1ccnc1,Cn1cncc1-c1ccc2c(ccn2Cc2ccccc2)c1,0.06
295,MeO-KITPHOS,COc1ccccc1C1=C(P(C2CCCCC2)C2CCCCC2)C2c3ccccc3C1c1ccccc12,1-Benzyl-5-bromo-1H-indole,e9,Brc1ccc2c(ccn2Cc2ccccc2)c1,1-Methylimidazole,nA,Cn1ccnc1,Cn1cncc1-c1ccc2c(ccn2Cc2ccccc2)c1,29.12
297,Et-PhenCar-Phos,CCP(CC)c1ccccc1-n1c2ccccc2c2ccccc21,1-Benzyl-5-bromo-1H-indole,e9,Brc1ccc2c(ccn2Cc2ccccc2)c1,1-Methylimidazole,nA,Cn1ccnc1,Cn1cncc1-c1ccc2c(ccn2Cc2ccccc2)c1,48.43
298,JackiePhos,COc1ccc(OC)c(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,1-Benzyl-5-bromo-1H-indole,e9,Brc1ccc2c(ccn2Cc2ccccc2)c1,1-Methylimidazole,nA,Cn1ccnc1,Cn1cncc1-c1ccc2c(ccn2Cc2ccccc2)c1,47.03
300,P(fur)3,c1coc(P(c2ccco2)c2ccco2)c1,1-Benzyl-5-bromo-1H-indole,e9,Brc1ccc2c(ccn2Cc2ccccc2)c1,1-Methylimidazole,nA,Cn1ccnc1,Cn1cncc1-c1ccc2c(ccn2Cc2ccccc2)c1,0.04
301,Ph-PhenCar-Phos,c1ccc(P(c2ccccc2)c2ccccc2-n2c3ccccc3c3ccccc32)cc1,1-Benzyl-5-bromo-1H-indole,e9,Brc1ccc2c(ccn2Cc2ccccc2)c1,1-Methylimidazole,nA,Cn1ccnc1,Cn1cncc1-c1ccc2c(ccn2Cc2ccccc2)c1,22.83
302,PPh2Me,CP(c1ccccc1)c1ccccc1,1-Benzyl-5-bromo-1H-indole,e9,Brc1ccc2c(ccn2Cc2ccccc2)c1,1-Methylimidazole,nA,Cn1ccnc1,Cn1cncc1-c1ccc2c(ccn2Cc2ccccc2)c1,18.04
303,PPhtBu2,CC(C)(C)P(c1ccccc1)C(C)(C)C,1-Benzyl-5-bromo-1H-indole,e9,Brc1ccc2c(ccn2Cc2ccccc2)c1,1-Methylimidazole,nA,Cn1ccnc1,Cn1cncc1-c1ccc2c(ccn2Cc2ccccc2)c1,18.76
305,PPhMe2,CP(C)c1ccccc1,1-Benzyl-5-bromo-1H-indole,e9,Brc1ccc2c(ccn2Cc2ccccc2)c1,1-Methylimidazole,nA,Cn1ccnc1,Cn1cncc1-c1ccc2c(ccn2Cc2ccccc2)c1,18.63
313,BrettPhos,COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,3-Bromo-5-(trifluoromethyl)pyridine,e10,FC(F)(F)c1cncc(Br)c1,1-Methylimidazole,nA,Cn1ccnc1,Cn1cncc1-c1cncc(C(F)(F)F)c1,39.99
315,CX-PICy,Cc1cc(C)c(-n2ccnc2P(C2CCCCC2)C2CCCCC2)c(C)c1,3-Bromo-5-(trifluoromethyl)pyridine,e10,FC(F)(F)c1cncc(Br)c1,1-Methylimidazole,nA,Cn1ccnc1,Cn1cncc1-c1cncc(C(F)(F)F)c1,65.96
316,Cy-DavePhos,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,3-Bromo-5-(trifluoromethyl)pyridine,e10,FC(F)(F)c1cncc(Br)c1,1-Methylimidazole,nA,Cn1ccnc1,Cn1cncc1-c1cncc(C(F)(F)F)c1,65.0
317,Cy-vBRIDP,CC(=C(c1ccccc1)c1ccccc1)P(C1CCCCC1)C1CCCCC1,3-Bromo-5-(trifluoromethyl)pyridine,e10,FC(F)(F)c1cncc(Br)c1,1-Methylimidazole,nA,Cn1ccnc1,Cn1cncc1-c1cncc(C(F)(F)F)c1,71.95
319,MeO-KITPHOS,COc1ccccc1C1=C(P(C2CCCCC2)C2CCCCC2)C2c3ccccc3C1c1ccccc12,3-Bromo-5-(trifluoromethyl)pyridine,e10,FC(F)(F)c1cncc(Br)c1,1-Methylimidazole,nA,Cn1ccnc1,Cn1cncc1-c1cncc(C(F)(F)F)c1,51.43
321,Et-PhenCar-Phos,CCP(CC)c1ccccc1-n1c2ccccc2c2ccccc21,3-Bromo-5-(trifluoromethyl)pyridine,e10,FC(F)(F)c1cncc(Br)c1,1-Methylimidazole,nA,Cn1ccnc1,Cn1cncc1-c1cncc(C(F)(F)F)c1,79.7
322,JackiePhos,COc1ccc(OC)c(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,3-Bromo-5-(trifluoromethyl)pyridine,e10,FC(F)(F)c1cncc(Br)c1,1-Methylimidazole,nA,Cn1ccnc1,Cn1cncc1-c1cncc(C(F)(F)F)c1,72.7
324,P(fur)3,c1coc(P(c2ccco2)c2ccco2)c1,3-Bromo-5-(trifluoromethyl)pyridine,e10,FC(F)(F)c1cncc(Br)c1,1-Methylimidazole,nA,Cn1ccnc1,Cn1cncc1-c1cncc(C(F)(F)F)c1,73.55
