,ligand_name,ligand_smiles,electrophile_name,electrophile_id,electrophile_smiles,nucleophile_name,nucleophile_id,nucleophile_smiles,product_smiles,yield
58,JackiePhos,COc1ccc(OC)c(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,5-Bromobenzofuran,e3,Brc1ccc2occc2c1,2-Isopropyl-1-methyl-1H-imidazole,nD,CC(C)c1nccn1C,CC(C)c1ncc(-c2ccc3occc3c2)n1C,67.22
60,P(fur)3,c1coc(P(c2ccco2)c2ccco2)c1,5-Bromobenzofuran,e3,Brc1ccc2occc2c1,2-Isopropyl-1-methyl-1H-imidazole,nD,CC(C)c1nccn1C,CC(C)c1ncc(-c2ccc3occc3c2)n1C,57.96
61,Ph-PhenCar-Phos,c1ccc(P(c2ccccc2)c2ccccc2-n2c3ccccc3c3ccccc32)cc1,5-Bromobenzofuran,e3,Brc1ccc2occc2c1,2-Isopropyl-1-methyl-1H-imidazole,nD,CC(C)c1nccn1C,CC(C)c1ncc(-c2ccc3occc3c2)n1C,52.55
62,PPh2Me,CP(c1ccccc1)c1ccccc1,5-Bromobenzofuran,e3,Brc1ccc2occc2c1,2-Isopropyl-1-methyl-1H-imidazole,nD,CC(C)c1nccn1C,CC(C)c1ncc(-c2ccc3occc3c2)n1C,19.49
63,PPhtBu2,CC(C)(C)P(c1ccccc1)C(C)(C)C,5-Bromobenzofuran,e3,Brc1ccc2occc2c1,2-Isopropyl-1-methyl-1H-imidazole,nD,CC(C)c1nccn1C,CC(C)c1ncc(-c2ccc3occc3c2)n1C,67.36
65,PPhMe2,CP(C)c1ccccc1,5-Bromobenzofuran,e3,Brc1ccc2occc2c1,2-Isopropyl-1-methyl-1H-imidazole,nD,CC(C)c1nccn1C,CC(C)c1ncc(-c2ccc3occc3c2)n1C,19.98
73,BrettPhos,COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,5-Bromo-N-tert-butylpyridine-3-sulfonamide,e5,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,2-Isopropyl-1-methyl-1H-imidazole,nD,CC(C)c1nccn1C,CC(C)c1ncc(-c2cncc(S(=O)(=O)NC(C)(C)C)c2)n1C,64.99
75,CX-PICy,Cc1cc(C)c(-n2ccnc2P(C2CCCCC2)C2CCCCC2)c(C)c1,5-Bromo-N-tert-butylpyridine-3-sulfonamide,e5,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,2-Isopropyl-1-methyl-1H-imidazole,nD,CC(C)c1nccn1C,CC(C)c1ncc(-c2cncc(S(=O)(=O)NC(C)(C)C)c2)n1C,77.41
76,Cy-DavePhos,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,5-Bromo-N-tert-butylpyridine-3-sulfonamide,e5,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,2-Isopropyl-1-methyl-1H-imidazole,nD,CC(C)c1nccn1C,CC(C)c1ncc(-c2cncc(S(=O)(=O)NC(C)(C)C)c2)n1C,75.29
77,Cy-vBRIDP,CC(=C(c1ccccc1)c1ccccc1)P(C1CCCCC1)C1CCCCC1,5-Bromo-N-tert-butylpyridine-3-sulfonamide,e5,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,2-Isopropyl-1-methyl-1H-imidazole,nD,CC(C)c1nccn1C,CC(C)c1ncc(-c2cncc(S(=O)(=O)NC(C)(C)C)c2)n1C,73.61
79,MeO-KITPHOS,COc1ccccc1C1=C(P(C2CCCCC2)C2CCCCC2)C2c3ccccc3C1c1ccccc12,5-Bromo-N-tert-butylpyridine-3-sulfonamide,e5,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,2-Isopropyl-1-methyl-1H-imidazole,nD,CC(C)c1nccn1C,CC(C)c1ncc(-c2cncc(S(=O)(=O)NC(C)(C)C)c2)n1C,72.44
81,Et-PhenCar-Phos,CCP(CC)c1ccccc1-n1c2ccccc2c2ccccc21,5-Bromo-N-tert-butylpyridine-3-sulfonamide,e5,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,2-Isopropyl-1-methyl-1H-imidazole,nD,CC(C)c1nccn1C,CC(C)c1ncc(-c2cncc(S(=O)(=O)NC(C)(C)C)c2)n1C,79.44
82,JackiePhos,COc1ccc(OC)c(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,5-Bromo-N-tert-butylpyridine-3-sulfonamide,e5,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,2-Isopropyl-1-methyl-1H-imidazole,nD,CC(C)c1nccn1C,CC(C)c1ncc(-c2cncc(S(=O)(=O)NC(C)(C)C)c2)n1C,76.75
84,P(fur)3,c1coc(P(c2ccco2)c2ccco2)c1,5-Bromo-N-tert-butylpyridine-3-sulfonamide,e5,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,2-Isopropyl-1-methyl-1H-imidazole,nD,CC(C)c1nccn1C,CC(C)c1ncc(-c2cncc(S(=O)(=O)NC(C)(C)C)c2)n1C,73.31
85,Ph-PhenCar-Phos,c1ccc(P(c2ccccc2)c2ccccc2-n2c3ccccc3c3ccccc32)cc1,5-Bromo-N-tert-butylpyridine-3-sulfonamide,e5,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,2-Isopropyl-1-methyl-1H-imidazole,nD,CC(C)c1nccn1C,CC(C)c1ncc(-c2cncc(S(=O)(=O)NC(C)(C)C)c2)n1C,8.07
86,PPh2Me,CP(c1ccccc1)c1ccccc1,5-Bromo-N-tert-butylpyridine-3-sulfonamide,e5,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,2-Isopropyl-1-methyl-1H-imidazole,nD,CC(C)c1nccn1C,CC(C)c1ncc(-c2cncc(S(=O)(=O)NC(C)(C)C)c2)n1C,79.67
87,PPhtBu2,CC(C)(C)P(c1ccccc1)C(C)(C)C,5-Bromo-N-tert-butylpyridine-3-sulfonamide,e5,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,2-Isopropyl-1-methyl-1H-imidazole,nD,CC(C)c1nccn1C,CC(C)c1ncc(-c2cncc(S(=O)(=O)NC(C)(C)C)c2)n1C,80.35
89,PPhMe2,CP(C)c1ccccc1,5-Bromo-N-tert-butylpyridine-3-sulfonamide,e5,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,2-Isopropyl-1-methyl-1H-imidazole,nD,CC(C)c1nccn1C,CC(C)c1ncc(-c2cncc(S(=O)(=O)NC(C)(C)C)c2)n1C,79.94
97,BrettPhos,COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,2-Acetyl-5-bromothiophene,e2,CC(=O)c1ccc(Br)s1,1-Isopropylimidazole,nB,CC(C)n1ccnc1,CC(=O)c1ccc(-c2cncn2C(C)C)s1,1.17
99,CX-PICy,Cc1cc(C)c(-n2ccnc2P(C2CCCCC2)C2CCCCC2)c(C)c1,2-Acetyl-5-bromothiophene,e2,CC(=O)c1ccc(Br)s1,1-Isopropylimidazole,nB,CC(C)n1ccnc1,CC(=O)c1ccc(-c2cncn2C(C)C)s1,1.17
100,Cy-DavePhos,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,2-Acetyl-5-bromothiophene,e2,CC(=O)c1ccc(Br)s1,1-Isopropylimidazole,nB,CC(C)n1ccnc1,CC(=O)c1ccc(-c2cncn2C(C)C)s1,34.04
101,Cy-vBRIDP,CC(=C(c1ccccc1)c1ccccc1)P(C1CCCCC1)C1CCCCC1,2-Acetyl-5-bromothiophene,e2,CC(=O)c1ccc(Br)s1,1-Isopropylimidazole,nB,CC(C)n1ccnc1,CC(=O)c1ccc(-c2cncn2C(C)C)s1,32.94
103,MeO-KITPHOS,COc1ccccc1C1=C(P(C2CCCCC2)C2CCCCC2)C2c3ccccc3C1c1ccccc12,2-Acetyl-5-bromothiophene,e2,CC(=O)c1ccc(Br)s1,1-Isopropylimidazole,nB,CC(C)n1ccnc1,CC(=O)c1ccc(-c2cncn2C(C)C)s1,27.37
105,Et-PhenCar-Phos,CCP(CC)c1ccccc1-n1c2ccccc2c2ccccc21,2-Acetyl-5-bromothiophene,e2,CC(=O)c1ccc(Br)s1,1-Isopropylimidazole,nB,CC(C)n1ccnc1,CC(=O)c1ccc(-c2cncn2C(C)C)s1,30.21
106,JackiePhos,COc1ccc(OC)c(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,2-Acetyl-5-bromothiophene,e2,CC(=O)c1ccc(Br)s1,1-Isopropylimidazole,nB,CC(C)n1ccnc1,CC(=O)c1ccc(-c2cncn2C(C)C)s1,29.5
108,P(fur)3,c1coc(P(c2ccco2)c2ccco2)c1,2-Acetyl-5-bromothiophene,e2,CC(=O)c1ccc(Br)s1,1-Isopropylimidazole,nB,CC(C)n1ccnc1,CC(=O)c1ccc(-c2cncn2C(C)C)s1,31.61
109,Ph-PhenCar-Phos,c1ccc(P(c2ccccc2)c2ccccc2-n2c3ccccc3c3ccccc32)cc1,2-Acetyl-5-bromothiophene,e2,CC(=O)c1ccc(Br)s1,1-Isopropylimidazole,nB,CC(C)n1ccnc1,CC(=O)c1ccc(-c2cncn2C(C)C)s1,1.17
110,PPh2Me,CP(c1ccccc1)c1ccccc1,2-Acetyl-5-bromothiophene,e2,CC(=O)c1ccc(Br)s1,1-Isopropylimidazole,nB,CC(C)n1ccnc1,CC(=O)c1ccc(-c2cncn2C(C)C)s1,33.33
111,PPhtBu2,CC(C)(C)P(c1ccccc1)C(C)(C)C,2-Acetyl-5-bromothiophene,e2,CC(=O)c1ccc(Br)s1,1-Isopropylimidazole,nB,CC(C)n1ccnc1,CC(=O)c1ccc(-c2cncn2C(C)C)s1,33.5
113,PPhMe2,CP(C)c1ccccc1,2-Acetyl-5-bromothiophene,e2,CC(=O)c1ccc(Br)s1,1-Isopropylimidazole,nB,CC(C)n1ccnc1,CC(=O)c1ccc(-c2cncn2C(C)C)s1,33.34
121,BrettPhos,COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,1-Benzyl-5-bromo-1H-indole,e9,Brc1ccc2c(ccn2Cc2ccccc2)c1,1-Isopropylimidazole,nB,CC(C)n1ccnc1,CC(C)n1cncc1-c1ccc2c(ccn2Cc2ccccc2)c1,1.16
123,CX-PICy,Cc1cc(C)c(-n2ccnc2P(C2CCCCC2)C2CCCCC2)c(C)c1,1-Benzyl-5-bromo-1H-indole,e9,Brc1ccc2c(ccn2Cc2ccccc2)c1,1-Isopropylimidazole,nB,CC(C)n1ccnc1,CC(C)n1cncc1-c1ccc2c(ccn2Cc2ccccc2)c1,6.49
124,Cy-DavePhos,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,1-Benzyl-5-bromo-1H-indole,e9,Brc1ccc2c(ccn2Cc2ccccc2)c1,1-Isopropylimidazole,nB,CC(C)n1ccnc1,CC(C)n1cncc1-c1ccc2c(ccn2Cc2ccccc2)c1,11.69
125,Cy-vBRIDP,CC(=C(c1ccccc1)c1ccccc1)P(C1CCCCC1)C1CCCCC1,1-Benzyl-5-bromo-1H-indole,e9,Brc1ccc2c(ccn2Cc2ccccc2)c1,1-Isopropylimidazole,nB,CC(C)n1ccnc1,CC(C)n1cncc1-c1ccc2c(ccn2Cc2ccccc2)c1,11.95
127,MeO-KITPHOS,COc1ccccc1C1=C(P(C2CCCCC2)C2CCCCC2)C2c3ccccc3C1c1ccccc12,1-Benzyl-5-bromo-1H-indole,e9,Brc1ccc2c(ccn2Cc2ccccc2)c1,1-Isopropylimidazole,nB,CC(C)n1ccnc1,CC(C)n1cncc1-c1ccc2c(ccn2Cc2ccccc2)c1,7.28
129,Et-PhenCar-Phos,CCP(CC)c1ccccc1-n1c2ccccc2c2ccccc21,1-Benzyl-5-bromo-1H-indole,e9,Brc1ccc2c(ccn2Cc2ccccc2)c1,1-Isopropylimidazole,nB,CC(C)n1ccnc1,CC(C)n1cncc1-c1ccc2c(ccn2Cc2ccccc2)c1,13.89
130,JackiePhos,COc1ccc(OC)c(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,1-Benzyl-5-bromo-1H-indole,e9,Brc1ccc2c(ccn2Cc2ccccc2)c1,1-Isopropylimidazole,nB,CC(C)n1ccnc1,CC(C)n1cncc1-c1ccc2c(ccn2Cc2ccccc2)c1,10.58
132,P(fur)3,c1coc(P(c2ccco2)c2ccco2)c1,1-Benzyl-5-bromo-1H-indole,e9,Brc1ccc2c(ccn2Cc2ccccc2)c1,1-Isopropylimidazole,nB,CC(C)n1ccnc1,CC(C)n1cncc1-c1ccc2c(ccn2Cc2ccccc2)c1,11.13
133,Ph-PhenCar-Phos,c1ccc(P(c2ccccc2)c2ccccc2-n2c3ccccc3c3ccccc32)cc1,1-Benzyl-5-bromo-1H-indole,e9,Brc1ccc2c(ccn2Cc2ccccc2)c1,1-Isopropylimidazole,nB,CC(C)n1ccnc1,CC(C)n1cncc1-c1ccc2c(ccn2Cc2ccccc2)c1,4.34
134,PPh2Me,CP(c1ccccc1)c1ccccc1,1-Benzyl-5-bromo-1H-indole,e9,Brc1ccc2c(ccn2Cc2ccccc2)c1,1-Isopropylimidazole,nB,CC(C)n1ccnc1,CC(C)n1cncc1-c1ccc2c(ccn2Cc2ccccc2)c1,3.12
135,PPhtBu2,CC(C)(C)P(c1ccccc1)C(C)(C)C,1-Benzyl-5-bromo-1H-indole,e9,Brc1ccc2c(ccn2Cc2ccccc2)c1,1-Isopropylimidazole,nB,CC(C)n1ccnc1,CC(C)n1cncc1-c1ccc2c(ccn2Cc2ccccc2)c1,6.97
137,PPhMe2,CP(C)c1ccccc1,1-Benzyl-5-bromo-1H-indole,e9,Brc1ccc2c(ccn2Cc2ccccc2)c1,1-Isopropylimidazole,nB,CC(C)n1ccnc1,CC(C)n1cncc1-c1ccc2c(ccn2Cc2ccccc2)c1,4.32
145,BrettPhos,COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,Ethyl 4-bromo-1-ethylpyrrole-2-carboxylate,e1,CCOC(=O)c1cc(Br)cn1CC,1-Methyl-1H-imidazole-4-carbonitrile,nC,Cn1cnc(C#N)c1,CCOC(=O)c1cc(-c2c(C#N)ncn2C)cn1CC,5.94
147,CX-PICy,Cc1cc(C)c(-n2ccnc2P(C2CCCCC2)C2CCCCC2)c(C)c1,Ethyl 4-bromo-1-ethylpyrrole-2-carboxylate,e1,CCOC(=O)c1cc(Br)cn1CC,1-Methyl-1H-imidazole-4-carbonitrile,nC,Cn1cnc(C#N)c1,CCOC(=O)c1cc(-c2c(C#N)ncn2C)cn1CC,19.0
148,Cy-DavePhos,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,Ethyl 4-bromo-1-ethylpyrrole-2-carboxylate,e1,CCOC(=O)c1cc(Br)cn1CC,1-Methyl-1H-imidazole-4-carbonitrile,nC,Cn1cnc(C#N)c1,CCOC(=O)c1cc(-c2c(C#N)ncn2C)cn1CC,5.88
149,Cy-vBRIDP,CC(=C(c1ccccc1)c1ccccc1)P(C1CCCCC1)C1CCCCC1,Ethyl 4-bromo-1-ethylpyrrole-2-carboxylate,e1,CCOC(=O)c1cc(Br)cn1CC,1-Methyl-1H-imidazole-4-carbonitrile,nC,Cn1cnc(C#N)c1,CCOC(=O)c1cc(-c2c(C#N)ncn2C)cn1CC,1.73
151,MeO-KITPHOS,COc1ccccc1C1=C(P(C2CCCCC2)C2CCCCC2)C2c3ccccc3C1c1ccccc12,Ethyl 4-bromo-1-ethylpyrrole-2-carboxylate,e1,CCOC(=O)c1cc(Br)cn1CC,1-Methyl-1H-imidazole-4-carbonitrile,nC,Cn1cnc(C#N)c1,CCOC(=O)c1cc(-c2c(C#N)ncn2C)cn1CC,8.39
153,Et-PhenCar-Phos,CCP(CC)c1ccccc1-n1c2ccccc2c2ccccc21,Ethyl 4-bromo-1-ethylpyrrole-2-carboxylate,e1,CCOC(=O)c1cc(Br)cn1CC,1-Methyl-1H-imidazole-4-carbonitrile,nC,Cn1cnc(C#N)c1,CCOC(=O)c1cc(-c2c(C#N)ncn2C)cn1CC,13.02
154,JackiePhos,COc1ccc(OC)c(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,Ethyl 4-bromo-1-ethylpyrrole-2-carboxylate,e1,CCOC(=O)c1cc(Br)cn1CC,1-Methyl-1H-imidazole-4-carbonitrile,nC,Cn1cnc(C#N)c1,CCOC(=O)c1cc(-c2c(C#N)ncn2C)cn1CC,17.17
